,chunkId,content,heading,originalLanguageChunk,StartPage,EndPage,originalLanguageHeading,ContentWordCount,pdfName,contentType,image,summary
34,31,"provided the proportion of funds approved for various components does not change as per guidelines.    9. Monitoring mechanism    9.1  The Mission will have a strong mechanism of monitoring and evaluation with the involvement of all the implementing   agencies   and   the   line departments. At the district level, monitoring will be undertaken by DFSM-EC supported by the Project Management Team. 9.2  Close monitoring of physical and financial targets of various program interventions would be done by the monitoring teams. Format for monitoring these interventions would be prescribed by NFSM-EC. 9.3  The State Department of Economics and Statistics will be involved in adopting the prescribed format for data collection pertaining to different parameters of the Mission for monitoring to suit the local requirements. 9.4  At the State level, the activities of the Mission will be monitored by a Committee to be constituted under the Chairmanship of the State Mission Director with members from the line departments, SAUs, Lead Bank, NABARD, KVKs/ICAR institutes and Crop Development Directorates of DAC&FW.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),8. Procedure For Approval And Implementation",,,,,165,input/md/english/NFSM12102018.pdf,para,,"The National Food Security Mission (NFSM) will maintain the approved funds proportion and implement a strong monitoring and evaluation mechanism involving all implementing agencies and line departments. At the district level, monitoring will be conducted by DFSM-EC supported by the Project Management Team, with close monitoring of physical and financial targets by monitoring teams. The format for monitoring interventions will be prescribed by NFSM-EC, and the State Department of Economics and Statistics will adopt the prescribed format for data collection. At the state level, a monitoring committee will be formed under the Chairmanship of the State Mission Director, including members from line departments, SAUs, Lead Bank, NABARD, KVKs/ICAR institutes, and Crop Development Directorates of DAC&FW."
35,31,"9.5  At the National level, the activities of the Mission will be monitored by a Committee to be constituted under the Chairmanship of the Mission Director with members from DAC&FW, ICAR, SAUs, CDDs, Research Institutions concerned and officials of State Departments concerned. The eight Crop Development Directorates will be involved in monitoring of the Mission activities in States assigned to them.  9.6  The National Level Monitoring Teams (NLMTs) would be constituted for each state for monitoring the activities of the Mission.  10. Reporting System The State Department of Agriculture will ensure submission of Monthly/Quarterly Progress Reports (MPRs/QPRs) which should reach by the 5th of the month following each month/quarter. Similarly, the detailed Annual Progress Report (APR) should be sent to the National Mission Director, within three months after the end of the year; in prescribed format **(Annexure-IV (a) to IV (d)**.  One copy of the quarterly/annual report of NFSM-Rice should be sent to the Directorate for Rice Development, Patna, NFSM-Wheat to the Directorate of Wheat Development, Ghaziabad, NFSM-Pulses to the Directorate of Pulses Development, Bhopal and NFSM-Coarse Cereals (Maize & Barley) to Directorate of Millets Development, Jaipur. The formats for reporting would be as prescribed by the NFSMEC.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),8. Procedure For Approval And Implementation",,,,,198,input/md/english/NFSM12102018.pdf,para,,"The National Food Security Mission (NFSM) activities will be monitored at the national level by a committee chaired by the Mission Director, with members from various agricultural institutions and state departments. Eight Crop Development Directorates will also be involved in monitoring Mission activities in their assigned states. National Level Monitoring Teams (NLMTs) will be established for each state to monitor Mission activities. State Departments of Agriculture are responsible for submitting Monthly/Quarterly Progress Reports and detailed Annual Progress Reports to the National Mission Director, with specific formats provided. Additionally, copies of the reports for specific foodgrain crops should be sent to the respective crop development directorates."
36,31,"State may submit the monthly/QPR indicating targets & achievements (physical & financial) for the Scheduled Caste Sub Plan (SCSP), Tribal Sub-Plan (TSP) and women beneficiaries & also in final report. 11. Evaluation  11.1 A baseline survey will be conducted by the State Department of Agriculture/ State Department of Economics & Statistics to know the resource endowments of the farmers and the level of crop productivity. 11.2  Concurrent Evaluation will be done every year. The State Department of Agriculture/ Department of Economics and Statistics/SAU would be responsible for conducting this evaluation to assess the performance of the Mission commensurate with annual action plan and its objectives. 11.3 Impact Evaluation Study/Studies at the National Level will also be undertaken through an independent agency durng the third year of implementation to assess the impact of the scheme in increasing the productivity of rice, wheat, pulses and coarse cereals and enhancement of farmers' income. The States implementing agencies will provide adequate support to the agencies selected for evaluation and the recommendation of Mission Director. 11.4 Information Communication Technology (ICT) will be used for reporting, monitoring and evaluation of the Mission.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),8. Procedure For Approval And Implementation",,,,,186,input/md/english/NFSM12102018.pdf,para,,"The states are required to submit monthly or quarterly reports on targets and achievements for specific beneficiary groups, along with a final report. A baseline survey will be conducted by the State Department of Agriculture or State Department of Economics & Statistics to understand farmers' resources and crop productivity. Concurrent evaluation will be carried out annually by relevant departments to assess the Mission's performance. Impact evaluation studies at the national level will be conducted by an independent agency to measure the scheme's impact on increasing crop productivity and farmers' income. Information Communication Technology (ICT) will be utilized for reporting, monitoring, and evaluating the Mission."
37,31,"Specialized software for the reporting, monitoring and evaluation of the Mission's activities already exists reflecting the details of benefit extended to individual beneficiaries through DBT.12.6 Zonal research stations of SAUs, KVKs, ATMA, reputed NGOs and other line departments will be actively involved in planning and execution of demonstrations, training of farmers and evaluation. The Project Management Team at the district level will help in developing synergy among research institutes and various line departments to get the desired output.","8. Procedure For Approval And Implementation,12. Criteria For Identification Of Areas And Beneficiaries,(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm)",,,,,79,input/md/english/NFSM12102018.pdf,para,,"A specialized software exists for reporting, monitoring, and evaluating the Mission's activities, including details of benefits to individual beneficiaries through DBT. Zonal research stations of SAUs, KVKs, ATMA, reputed NGOs, and other line departments will be actively involved in planning, execution of demonstrations, training of farmers, and evaluation. The Project Management Team at the district level will help in developing synergy among research institutes and various line departments to achieve the desired output."
38,32,"12.1  In accordance with the decision of the Government of India regarding implementation of Special Component Plan (SCP) for Scheduled Castes and Tribal Sub-Plan (TSP) for Scheduled Tribes, 16.6% of the total allocation for SCP and 8.6% for TSP will be earmarked. However, States will be allowed to make allocation to SC/ST farmers proportionate to their population in the States/districts. The data on beneficiares classes will be generated and maintained by the State for reporting at National Level. 12.2 At least 33% allocation of the fund is to be made for small and marginal farmers. 12.3 At least 30% allocation of the fund is to be made for women farmers. 12.4 All the farmers are entitled to avail the assistance for various components of the Mission limited to 5 hectares in a season. 12.5 A district level Seed Committee will be constituted by the Chairman of State Food Security Mission-Executive Committee (SFSM-EC) to verify the list of beneficiaries for seeds, its indent and the ultimate distribution to end users.  In case the subsidy on seed is administered at source, the list of beneficiaries may be approved post-facto subject to random verification.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),12. Criteria For Identification Of Areas And Beneficiaries",,,,,191,input/md/english/NFSM12102018.pdf,para,,"The revamped National Food Security Mission (NFSM) allocates 16.6% of the total allocation for Scheduled Castes and 8.6% for Scheduled Tribes, with states allowed to make proportional allocations based on population. At least 33% of the fund is to be allocated for small and marginal farmers, and at least 30% for women farmers. All farmers can receive assistance for Mission components, limited to 5 hectares in a season. Additionally, a district level Seed Committee will be formed to verify the list of seed beneficiaries and distribution, with the option for post-facto approval subject to random verification if seed subsidy is administered at the source."
39,47,"NFSM:  (a) National Mission on Oilseeds and Oilpalm (NMOOP); (b) Seed Village Programme Component of Sub-Mission on Seed and planting  materials; and  (c) Nutri-Cereals (Millets) are included in existing NFSM-Coarse Cereals and  thus, NFSM-Coarse Cereals is divided into two parts i.e. NFSM-Coarse Cereals(Maize & Barley) and Sub-Mission on Nutri-Cereals.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),13. Position Of Ongoing Schemes 13.1 The Programmes Listed Below Now Stand Discontinued And Merged With",,,,,49,input/md/english/NFSM12102018.pdf,para,,"Three schemes have been discontinued and merged with the National Food Security Mission (NFSM). These include the National Mission on Oilseeds and Oilpalm, the Seed Village Programme Component of Sub-Mission on Seed and planting materials, and Nutri-Cereals (Millets). The Nutri-Cereals are now included in the existing NFSM-Coarse Cereals, which is divided into two parts: NFSM-Coarse Cereals (Maize & Barley) and Sub-Mission on Nutri-Cereals."
40,48,"Interventions under the four components (Rice, Wheat, Pulses and Coarse Cereals) of NFSM are given below whereas norms of financial assistance are summarized in **Annexure-V.**Large blocks of crop area will be taken up for demonstration of production and protection technologies in a cropping system based mode. A cafeteria of crop specific interventions (bio-fertilizers, nutrients, plant protection chemicals, weedicides, bee keeping in Arhar, city compost, promotion of Arhar on rice bunds, promotion of plantation crops on bunds, etc.) has been illustrated **(Annexure-VI)**  to enable the states to choose interventions relevant to that particular Agro-climatic zone for demonstrations.","14.1 Accelerated Crop Production Programme (Acpp),14. Interventions,(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm)",,,,,97,input/md/english/NFSM12102018.pdf,para,,"The interventions under the four components of NFSM (Rice, Wheat, Pulses, and Coarse Cereals) are outlined, with details of financial assistance provided in Annexure-V. Large blocks of crop area will be utilized for demonstrating production and protection technologies in a cropping system based mode. A variety of crop-specific interventions such as bio-fertilizers, nutrients, plant protection chemicals, weedicides, and beekeeping in Arhar are detailed in Annexure-VI, allowing states to select relevant interventions for their specific agro-climatic zones for demonstrations."
41,36,"i.  Field demonstrations of improved package of practices will be conducted on cropping system as well as on sole crop.  ii.  The cropping system based approach, which has been included under NFSM, entails that demonstrations are done in cropping sequence on the same plot of land. States should conduct at least 30% demonstrations under cropping system based approach.  iii.  Area of operation: The demonstrations will be conducted in a contiguous block by dividing the fields into two blocks, one for improved practices and the other for farmer's practices in a cluster of 100 ha or more. Size of cluster for hilly States and north-eastern States will be restricted to10 ha. However, the size of compact demonstrations for pulses is proposed to be reduced to 20 ha in those districts where crop area is less than 10000 ha even in general States and non-traditional areas. The lowest productivity areas in selected districts should be given priority. Demonstrations should be evenly distributed within and among selected clusters.     iv.  All farmers in a cluster should be included in a demonstration. For each farmer, at least 0.4 ha area will also be included in demonstration.     v.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),14.1.1 Demonstrations",,,,,192,input/md/english/NFSM12102018.pdf,para,,"The revamped National Food Security Mission (NFSM) includes field demonstrations of improved practices for both cropping systems and sole crops. States are required to conduct at least 30% of demonstrations using a cropping system based approach, with a focus on contiguous blocks of land in clusters of 100 hectares or more. In hilly and northeastern states, the size of clusters is restricted to 10 hectares, and for pulses, the proposed size is 20 hectares in certain districts. Priority should be given to the lowest productivity areas, and all farmers in a cluster should be included in the demonstrations with a minimum area of 0.4 hectares per farmer."
42,36, Selection of beneficiary Farmers: Gram Panchayat should be involved in selection of beneficiary farmers. Only the farmers willing to cooperate and contribute some of the resources in addition to incentives for demonstration should be selected. Selection of beneficiaries should be  done adopting participatory approach by holding meetings in the village by explaining the objectives of the demonstrations and role and responsibilities including expectations from the participating farmers. The beneficiaries should also be selected for oilseed & pulses cultivation in the areas where potential of irrigation has been created under Pradhan Mantri Krishi Sichayee Yojna (PMKSY).    vi.  Selection of Site:  Demonstration site should be easily accessible for the farmers and the extension workers. It should not be on an isolated field. The selected site should be the representative of soil type and soil fertility status of the area.    vii. **Soil Analysis:** As far as possible soil fertility status of the selected field  should be known well in advance for deciding the use of fertilizer and soil ameliorants on the basis of soil health cards.    viii.,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),14.1.1 Demonstrations",,,,,174,input/md/english/NFSM12102018.pdf,para,,"The Gram Panchayat should be involved in selecting beneficiary farmers who are willing to cooperate and contribute resources for the demonstrations. The selection process should be participatory, with meetings held in the village to explain the objectives and expectations. Beneficiaries should also be chosen for oilseed and pulses cultivation in areas with irrigation potential under PMKSY. Demonstration sites should be easily accessible and representative of the area's soil type and fertility. Soil fertility status of the selected field should be known in advance for deciding fertilizer and soil ameliorants based on soil health cards."
43,36,"**Identification of Technologies to be demonstrated:** The improved  practices for the demonstration plots should be identified in consultation with SAU/Regional Research Stations/KVKs/ICAR research centres located in the area. However, the most critical inputs should be given top priority. For example correction of soil acidity through liming should be done while conducting a demonstration on improved package on acid soils. The varieties to be included in the package should preferably be new varieties.  ix.  Development of package of inputs to be distributed: Once the technologies are identified, a package of inputs including micronutrients and bio-fertilizers should be finalized as to which inputs are to be provided for the conduct of demonstrations. Similarly the inputs to be contributed by the beneficiary farmers (if required) may also be assessed.  x.  Distribution of demonstration kits and training of participating farmers: An orientation training programme should be organized to brief the beneficiary farmers about the procedure to be followed for conducting demonstrations. Farmers should be informed about the critical operations for the demonstrations. The demonstration kits may be distributed to the farmers during the training programme.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),14.1.1 Demonstrations",,,,,181,input/md/english/NFSM12102018.pdf,para,,"The improved practices for demonstration plots should be identified in consultation with research stations and centers in the area, with priority given to critical inputs such as correcting soil acidity. New varieties should be preferred for inclusion in the package, and a finalized package of inputs including micronutrients and bio-fertilizers should be developed. An orientation training program should be organized to brief beneficiary farmers about the demonstration procedure and critical operations, with distribution of demonstration kits during the training."
44,36,The demonstrations should be conducted by extension functionaries of the State Department of Agriculture under the supervision of District Consultant/District level officers.    xi.  Monitoring: District Consultants/Technical Assistants of NFSM should monitor the conduct of demonstrations throughout the cropping season and should report the outcome in prescribed format to the district level PMT senior officers of the Department. The extension functionaries should visit the demonstration plots and arrange need based visits of scientists.    xii. **Display Board:** The display board should contain information on the  critical inputs used and the interventions which are being demonstrated. A display board containing the following information should be installed at the demonstration plot:     a) Number of farmers in cluster b) Name of Village   c) Name of crop variety/ hybrid d) Type of demonstration e) Fertilizers applied f)  Bio-fertilizers applied  g)  Micronutrient applied h) Date of Sowing/Transplanting i)   Seed Rate and Spacing  j)   Any other critical input used  k)  Mobile number of District Consultant/ Technical  Assistant    xiii. State should include more than one improved variety/hybrid in one  cluster demonstration.  xiv.  Field day: A field day should be organized during reproductive phase of the crop preferably at grain filling stage.,"(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),14.1.1 Demonstrations",,,,,192,input/md/english/NFSM12102018.pdf,para,,"The demonstrations are to be conducted by state agriculture department extension functionaries under supervision, with monitoring by District Consultants/Technical Assistants and reporting to senior officers. Display boards with critical information should be installed at the demonstration plots, including details on inputs, crop variety, fertilizers, and contact information. States should include more than one improved variety/hybrid in one cluster demonstration, and a field day should be organized during the reproductive phase of the crop."
45,36,"The participation of scientists from SAUs/KVKs should be ensured for critical observations and solutions of problems. Some relevant extension literature like leaflets, pamphlets etc should also be made available to the participating farmers.    xv.  Reporting of the Results: The results of the demonstrations should be compiled at block, district and State level. At State level, the results of the demonstrations should be compiled in the form of document. The state should analyze the contribution of various interventions undertaken under cluster demonstrations and up-scaling of particular intervention in succeeding years. Analysis should also have information on farmers practice and effect of demonstration with respect to yield gain and different parameters.    xvi.  Front Line Demonstration: Front Line Demonstration (FLD) is a form of adaptive research on the latest notified/released varieties/technologies which is demonstrated by ICAR/SAUs system on the selected farmer's field. The FLDs for rice, wheat, pulses, coarse cereals and nutri-cereals are the approved components of NFSM for which 5% of the amount of  ACPP is available. ICAR/SAUs may indicate the Nodal Institutes for respective crops to coordinate the implementation of FLDs.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),14.1.1 Demonstrations",,,,,180,input/md/english/NFSM12102018.pdf,para,,"The participation of scientists from SAUs/KVKs should be ensured for critical observations and solutions of problems, with relevant extension literature made available to participating farmers. Results of the demonstrations should be compiled at block, district, and state levels, with state-level analysis focusing on the contribution of interventions and up-scaling in succeeding years. This analysis should also include information on farmers' practices and the effects of demonstrations on yield gain and other parameters. Front Line Demonstration (FLD) involves adaptive research on the latest varieties/technologies demonstrated by ICAR/SAUs on selected farmers' fields, with rice, wheat, pulses, coarse cereals, and nutri-cereals being approved components of NFSM. ICAR/SAUs may indicate the Nodal Institutes for respective crops to coordinate the implementation of FLDs."
46,55,"There will be demonstrations on system of rice intensification, direct seeded rice, hybrid rice technology, stress tolerant varieties and improved package of practices (variety, nutrient management, integrated pest management etc).The Mission has adopted cropping system-based approach for improving productivity of the system followed extensively in a given agro-climatic zone. Therefore, there will be field demonstrations on;   (a)  Direct-seeded rice (DSR)-wheat sequence.  (b)  Direct-seeded rice-chickpea / oilseeds sequence in rain-fed areas.   (c)  Rice-chickpea/ lentil/moong/ urd/ oilseeds sequence in rice-fallow system","14.1.2 Improved Package Of Practices - Rice And Rice-Based Cropping Systems Rice,Rice-Based Cropping Systems:,(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm)",,,,,80,input/md/english/NFSM12102018.pdf,para,,"The National Food Security Mission (NFSM) will include demonstrations on various rice and rice-based cropping systems, such as system of rice intensification and direct seeded rice. The mission has adopted a cropping system-based approach to improve productivity in specific agro-climatic zones. Field demonstrations will focus on direct-seeded rice-wheat sequence, direct-seeded rice-chickpea/oilseeds sequence in rain-fed areas, and rice-chickpea/lentil/moong/urd/oilseeds sequence in rice-fallow system. These demonstrations aim to showcase improved package of practices including variety, nutrient management, and integrated pest management. Additionally, hybrid rice technology and stress tolerant varieties will also be part of the improved package of practices."
47,57,"There will be demonstrations on improved package of practices (variety, resource conservation technology, micronutrients, bio-fertilizers, nutrient management, production and protection technologies etc.) in wheat and wheat based cropping system such as  (a) wheat-summer moong (b) wheat relay crop with cotton (c) wheat –kharif pulses  (d) wheat-coarse cereals/nutri-cereals( maize, bajra)","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Wheat",,,,,49,input/md/english/NFSM12102018.pdf,para,,"Demonstrations on improved package of practices in wheat and wheat based cropping system will be conducted. This includes variety, resource conservation technology, micronutrients, bio-fertilizers, and nutrient management. The demonstrations will cover wheat-summer moong, wheat relay crop with cotton, wheat-kharif pulses, and wheat-coarse cereals/nutri-cereals (maize, bajra)."
48,58,"Demonstrations will be conducted on pulse-crop-based cropping system and pulses as intercrops with commercial crops (sugarcane, cotton etc.), oilseeds (soybean, groundnut etc.) and coarse cereals. SAU/ICAR/KVKs may be approached for recommended intercropping systems and associated package of practices.  In addition to state government, the KVKs spread throughout the country will also conduct demonstrations on pulses crops.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Pulses",,,,,56,input/md/english/NFSM12102018.pdf,para,,"Demonstrations on pulse-crop-based cropping system and intercropping with other commercial crops will be conducted under the revamped National Food Security Mission. SAU/ICAR/KVKs may be approached for recommended intercropping systems and associated package of practices. KVKs spread throughout the country will also conduct demonstrations on pulses crops, in addition to state governments. This initiative aims to promote the cultivation of pulses and improve food security in the country."
49,59,"Demonstrations will be on coarse cereals/ nutri-cereals crops and coarse cereal based cropping- systems.  The crops involved are maize, sorghum, barley, pearl millet, finger millet and small millets (Kodo, Barnyard, Foxtail, Proso and Little millet (Kutki). Intercropping systems such as maize + urd/ moong/ pigeonpea, sorghum + kharif pulses, pearl millet + urd/ moong/ pigeonpea/ mothbean/ any other pulse should be selected depending on the area.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Coarse Cereals/Nutri-Cereals",,,,,66,input/md/english/NFSM12102018.pdf,para,,"The revamped National Food Security Mission will focus on demonstrations for coarse cereals and nutri-cereals crops, as well as coarse cereal-based cropping systems. The crops involved in the demonstrations include maize, sorghum, barley, pearl millet, finger millet, and small millets. Intercropping systems such as maize + urd/moong/pigeonpea, sorghum + kharif pulses, and pearl millet + urd/moong/pigeonpea/mothbean/any other pulse will be selected based on the area."
50,60,"The incentives of demonstration for one ha area for sole crop (excluding coarse cereals) will Rs 9000/- and Rs. 15000/-for a cropping sequence. For coarse cereals, the incentive of demonstration for one ha area will be Rs. 6000/-.  The incentives of demonstration includes organization of field day, distribution of publicity material and monitoring visit of scientists/GOI/State/officials @Rs. 250, Rs. 250 and Rs. 300, respectively. Illustrative lists of interventions that can be taken up within the amount fixed for demonstrations are given in **Annexure-V**. In the annual Action Plan, State Government will clearly specify the interventions proposed to be demonstrated. The interventions selected should be based on the recommendations made by SAU/Zonal Research Station for the Agro-climatic Zone concerned. Beneficiary farmers should be asked to arrange recommended quantity of chemical fertilizers. Additional cost, if any should be borne by the farmer. For an individual farmer, the area under demonstration should not exceed 2 ha.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),Cost Norms Of Demonstration",,,,,153,input/md/english/NFSM12102018.pdf,para,,"The revamped National Food Security Mission (NFSM) has set cost norms for demonstrations, with incentives ranging from Rs. 6000 to Rs. 15000 for different crop types and sequences. These incentives cover activities such as field days, publicity material distribution, and monitoring visits by officials and scientists. The state government's annual action plan must specify the proposed interventions for demonstration, based on recommendations from agricultural research stations. Beneficiary farmers are required to arrange the recommended quantity of chemical fertilizers, with any additional costs to be borne by the farmer. Individual farmers are limited to a maximum demonstration area of 2 hectares."
51,43,"(i) Seed producing agencies (NSC/SSCs/SAUs/ICAR Institutes/Cooperatives etc)  authorized by the State will distribute certified/hybrid seeds of less than 10 years age notified/released varieties/cultivars to selected districts. The District Food Security Mission-Executive Committee (DFSM-EC) will finalize the list of beneficiaries in consultation with village panchayat. Assistance for purchase of seeds will be available to selected farmers for the area not exceeding 2 ha each as per provisions in the DBT. Assistance for purchase of seed is as below:   Rice   (a)  Hybrids - **Rs. 100/kg** or 50% of the cost whichever is less.   (b)       **High yielding Varieties** less than 10 years old- **Rs. 20/kg** or 50% of  the cost whichever is less. This assistance will be **Rs. 10/-per kg** or 50% of the cost, whichever is less for varieties older than 10 years with special character (drought resistance/flood resistance/special food quality, etc). However, the allocation of older than 10 years varieties will not be more than 20% of the total HYV seed allocation.   Wheat   High Yielding Varieties less than 10 years old-**Rs. 20/kg** or 50% of the cost whichever is less.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),14.2 Need Based Inputs (Seed, Nutrients, Soil Ameliorants, Biofertilizers, Plant Protection, Farm Machines And Training) 14.2.1 Distribution Of Hybrid / Certified Seeds",,,,,181,input/md/english/NFSM12102018.pdf,para,,"Seed producing agencies will distribute certified/hybrid seeds to selected districts, with the list of beneficiaries finalized by the District Food Security Mission-Executive Committee. Selected farmers can receive assistance for purchasing seeds, with specific amounts allocated for rice and wheat varieties based on age and special characteristics. For rice, assistance ranges from Rs. 100/kg for hybrids to Rs. 10/kg for varieties older than 10 years with special characteristics, while for wheat, the assistance is Rs. 20/kg for high yielding varieties less than 10 years old."
52,43,"This assistance will be **Rs. 10/-per kg** or 50% of the cost, whichever is less for varieties older than 10 years with special food quality, etc. However, the allocation of older than 10 years varieties will not be more than 20% of the total HYV seed allocation.   Pulses   Varieties less than 10 years old-**Rs. 50/kg** or 50% of the cost, whichever is less. This assistance will be **Rs. 25/-per kg** or 50% of the cost, whichever is less for varieties older than 10 years with special character However, the allocation of older than 10 years varieties will not be more than 20% of the total HYV seed allocation.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),14.2 Need Based Inputs (Seed, Nutrients, Soil Ameliorants, Biofertilizers, Plant Protection, Farm Machines And Training) 14.2.1 Distribution Of Hybrid / Certified Seeds",,,,,109,input/md/english/NFSM12102018.pdf,para,,"Under the revamped National Food Security Mission, assistance for distribution of hybrid/certified seeds will be provided at Rs. 10 per kg or 50% of the cost for varieties older than 10 years. The allocation for older than 10 years varieties will not exceed 20% of the total HYV seed allocation. For pulses, varieties less than 10 years old will receive Rs. 50/kg or 50% of the cost, while older than 10 years varieties will receive Rs. 25 per kg or 50% of the cost, with the same allocation limit."
53,63,"(a)  Hybrids-Rs. 100/kg or 50% of the cost whichever is less.  (b)  Varieties less than 10 years old- **Rs. 30/kg** or 50% of the cost whichever is less. This assistance will be **Rs. 15/-per kg** or 50% of the cost, whichever is less for varieties older than 10 years with special food quality. However, the allocation of older than 10 years varieties will not be more than 20% of the total HYV seed allocation.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm), Coarse Cereals (Maize & Barley)",,,,,74,input/md/english/NFSM12102018.pdf,para,,"The revamped National Food Security Mission (NFSM) for coarse cereals like maize and barley offers assistance for hybrids and varieties less than 10 years old, with specific cost limits. The assistance for hybrids is set at Rs. 100/kg or 50% of the cost, while for varieties less than 10 years old, it is Rs. 30/kg or 50% of the cost. Additionally, older than 10 years varieties with special food quality will receive Rs. 15/kg or 50% of the cost, with a maximum allocation of 20% of the total HYV seed allocation."
54,64,"(a)  Hybrids-Rs. 100/kg or 50% of the cost whichever is less.  (b)  Varieties less than 10 years old- **Rs. 30/kg** or 50% of the cost whichever is less. This assistance will be **Rs. 15/-per kg** or 50% of the cost, whichever is less for varieties older than 10 years with special food quality. However, the allocation of older than 10 years varieties will not be more than 20% of the total HYV seed allocation.    (ii) In case of supply of seeds by central seed agencies like NSC/ NAFED/  IFFDC/KRIBHCO etc. reimbursement of subsidy for distribution of Hybrid/HYV seeds of rice, wheat, coarse cereals and pulses will be made by the State Government to such agency, within 20% of State's Seed distribution target in identified NFSM districts on the basis of verification by Districts/States and adjusted from the State's overall allocation under seed distribution component. Government of India will only indicate the targets to the Central Seed Agencies as per respective Action Plans of the States. The incentives on certified seed have been fixed to absorb price escalation and other changes. The State should strive to supply seeds at lowest prices as possible so that farmers get cheaper quality seeds.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm), Nutri-Cereals",,,,,199,input/md/english/NFSM12102018.pdf,para,,"The revamped National Food Security Mission (NFSM) provides assistance for the procurement of hybrid and new varieties of foodgrain crops. For hybrids, the assistance is Rs. 100/kg or 50% of the cost, and for varieties less than 10 years old, it is Rs. 30/kg or 50% of the cost. However, for varieties older than 10 years with special food quality, the assistance is Rs. 15/kg or 50% of the cost, with a limit of 20% of the total HYV seed allocation. State governments will reimburse subsidies for the distribution of hybrid/HYV seeds by central seed agencies, based on verification by districts/states and adjusted from the state's overall allocation. Incentives on certified seed have been set to absorb price escalation, and states are encouraged to supply seeds at the lowest possible prices for the benefit of farmers."
55,65,"In order to promote quick spread of new varieties of pulses, minikits of pulses seed varieties not older than 10 years will be provided free of cost to farmers. National and state seed producing agencies will supply minikits to State Government for distribution amongst farmers. Allocation of minikits will be made to all farmers in contiguous area of at least 25 hectares. The size of minikits will be 16 kg of gram, 8 kg seed of lentil and 4 kg each for moong, urd and pigeon pea. This quantity will be sufficient to plant 0.2 ha. The price of seed minikits will be fixed by National Food Security Mission-Executive Committee (NFSM-EC) and the cost will be reimbursed to the agencies on certification of receipt by the State Governments. The State Government will educate/provide training  to  the farmers to multiply seed mini-kits seeds for further use.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),14.2.2 (A) Seed Minikit Distribution Of Pulses:",,,,,145,input/md/english/NFSM12102018.pdf,para,,"Free minikits of pulses seed varieties not older than 10 years will be provided to farmers to promote the spread of new varieties. National and state seed producing agencies will supply these minikits to State Governments for distribution among farmers in contiguous areas of at least 25 hectares. The minikits will contain specific quantities of gram, lentil, moong, urd, and pigeon pea seeds, enough to plant 0.2 hectares. The price of the seed minikits will be determined by the NFSM-EC and reimbursed to the agencies by the State Governments. Additionally, the State Governments will educate and provide training to farmers on multiplying the seeds for further use."
56,66,"Assistance for seed production: Assistance for production of certified seed of pulses of notified/released varieties with in 10 years age will be provided to seed growing agencies @ Rs. 50/kg. 75% of the subsidy is meant for farmers and 25% for seed producing agencies to meet expenditure including certification cost. Besides, Seed Producing Agencies shall be eligible for incentive only when they purchase the seed produced from the farmers and issue a certificate to this effect. The subsidy will be given to central seed agencies like NSC, KRIBHCO, IFFDC, NAFED, HIL etc directly and to state seed corporations and private seed companies through State Governments. The central seed agencies will submit action plan for approval of NFSM-EC. In case central/state seed producing agencies produce seed on their own farm,  the incentive @ Rs 50 per kg will be provided to them only when seed produced for individual pulse crop is higher by 10 % of its maximum production during last 3 years. In this regard, a certificate is to be provided that seed is certified by Seed Certification Agency.","(Foodgrain Crops) Re-Vamped National Food Security Mission (Nfsm),14.2.2 (B) Production Of Certified Seed Of Pulses:",,,,,179,input/md/english/NFSM12102018.pdf,para,,"Assistance for production of certified seed of pulses of notified/released varieties will be provided to seed growing agencies at a rate of Rs. 50/kg, with 75% of the subsidy for farmers and 25% for seed producing agencies. Incentives will be given to seed producing agencies only when they purchase the seed produced from farmers and issue a certificate to this effect. The subsidy will be provided directly to central seed agencies and to state seed corporations and private seed companies through State Governments. Central and state seed producing agencies will receive the incentive only when the seed produced for individual pulse crop is higher by 10% of its maximum production during the last 3 years, with a certificate from the Seed Certification Agency."
