chunkId,content,StartPage,EndPage,heading,ContentWordCount,pdfName,contentType,image,summary
193,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),Chapter5ProducerOrganisationRegisteredAsTrust5.1CanAPoBeRegisteredAsATrust?",8,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,The chapter discusses the registration of a Producer Organisation (PO) as a trust. It outlines the process and requirements for registering a PO as a trust. The chapter provides answers to frequently asked questions related to the registration of POs as trusts. It aims to clarify any doubts or queries that may arise regarding this process. The content serves as a guide for individuals or entities looking to establish a PO registered as a trust.
195,"Immediately after incorporation, a PO has to procure PAN number from the Income Tax Department and TIN number from the Commercial Tax Department to carry out business. Also, the company has to register itself for Service Tax from Commercial Tax Department and VAT from Excise department. Currently, all FPOs are not eligible for tax exemption on par with cooperatives.  The Producer Companies are taxable on par with the Private Limited Companies and Public Limited Companies.  However, the following are some of the various tax incentives available to the Producer Companies: 
a. The Income derived by a Producer Company through agricultural activities as defined 
in Income Tax Act, 1961 as amended from time to time, is treated as agricultural income and is exempted from taxation. 
b. The Government of India has vide the Finance Act, 2012, reduced the customs duty 
on the import of agricultural equipment and their parts which would benefit the Producer Companies engaged in agricultural activities to a great extent. 
c. Producer Companies engaged in the business of growing and manufacturing tea or 
coffee or rubber are eligible for deduction in respect of deposit of any amount with a Nationalised Bank or any other bank in accordance with scheme as approved between the Company and the respective Board.",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),5.2WhatIsATrust?",46,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"After incorporation, a PO needs to obtain PAN and TIN numbers for business operations and register for Service Tax and VAT. Currently, FPOs are not eligible for tax exemption like cooperatives, and are taxed similarly to Private and Public Limited Companies. However, there are tax incentives available to Producer Companies, including exemption from taxation on income derived from agricultural activities and reduced customs duty on imported agricultural equipment. Producer Companies engaged in growing and manufacturing tea, coffee, or rubber are also eligible for deductions in respect of depositing funds with approved banks."
197,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),5.3HowManyPartiesAreThereInCreatingATrust?",38,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The process of creating a trust involves three parties, including the author or settlor, the trustee, and the beneficiaries. The author or settlor is the person who creates the trust and transfers the property to the trustee. The trustee holds the property for the benefit of the beneficiaries. The beneficiaries are the individuals or entities who will benefit from the trust. Each party has specific roles and responsibilities in the creation and management of the trust."
199,"a. **Vision and Mission**:  The vision and mission of the PO is very important for the Board 
Directors as well as other staff.  Creating value to the members by solving existing problems in the value chain, marketing and reasonable share of price realisation in the rupee spent by the consumer on the members' produce, should be the focus.  All other activities / services should be to engage the members comprehensively throughout the year and to reduce their expenditures and increase their welfare. 
b. **Good Governance**:  Governance which is responsible, transparent and keeping the 
interest of the members of the PO above all the considerations is a must for the success of a PO.  Various aspects of good governance to be covered. 
c. **Sustainability**: Another most important aspect to be covered in the training is that the 
PO should not venture into unsustainable ventures which may create short term profits and harm the long term interests / welfare of the community. 
d. **Networking**: The success of a PO depends on the networking and continuous 
interactions with various stakeholders.  The BODs and staff should have the understanding and importance of networking to obtain maximum benefits to their members under convergence mode. 
e. **Social Capital**: The training should concentrate on making the PO relevant to the 
members at all times, which creates social capital and trust.  
f. **Statutory Requirements**: The BoD and staff should have an understanding of the 
constitution of the PO, statutory provisions under which it is formed, various other requirements under the statute and compliance thereof. 
g. **Business Planning**: The training should cover aspects of business planning to maximise 
benefits as well as to reduce the business risks.  The aspects like DPR preparation, Balance Sheet Analysis, simple financial ratios for profitability, ratios that are seen by banks for financing, need to be covered. 
h. **Financial Management**: The training also should cover management of the finances 
like maintenance of books of account, Management Information System, share capital, borrowings, savings, loans, cash flow, funds flow, receivables management, payables management, investments etc. 
i. **Monitoring**: The BOD module should have various aspects of monitoring to ensure 
that the business goals are achieved and the business is carried out in a professional manner.",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),5.4HowManyTypesOfTrustsAreThere?",66,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The vision and mission of the PO is crucial for creating value and solving problems in the value chain. Good governance, sustainability, networking, and social capital are essential for the success of a PO. Understanding statutory requirements, business planning, and financial management are also important for the Board of Directors and staff. Additionally, monitoring is necessary to ensure that business goals are achieved in a professional manner."
201,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),5.5WhatAreTheEligiblePurposesForEstablishingPublicCharitableTrusts?",120,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The eligible purposes for establishing public charitable trusts include relief of poverty, education, medical relief, advancement of any other object of general public utility, and preservation of environment. The trust can also be established for the benefit of any religious or linguistic minority. Additionally, trusts can be set up for the welfare of women, children, and senior citizens, as well as for the promotion of art, culture, and heritage. Furthermore, trusts can be formed for the protection of animals and the environment, and for the development of sports."
203,"Mainly two types of support is available to the POs from the Small Farmers Agribusiness Consortium (SFAC). Details are available at www.sfacindia.com. 
a. SFAC operates a Credit Guarantee Fund to mitigate credit risks of financial institutions 
which lend to the Farmers Producer Companies (registered as Producer Company under Part IX-A of Companies Act) without collateral. This helps the FPCs (one form of PO) to access credit from mainstream financial institutions for establishing and operating businesses. 
b. SFAC provides matching equity grant up to Rs. 10 lakh to the FPCs to enhance 
borrowing power, and thus enables the entities to access bank finance.",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),5.7WhatDocumentsAreRequiredForRegistrationOfTrust?",61,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The Small Farmers Agribusiness Consortium (SFAC) provides support to Farmer Producer Organisations (POs) in the form of a Credit Guarantee Fund and matching equity grant. The Credit Guarantee Fund helps the Farmers Producer Companies (FPCs) to access credit from financial institutions without collateral. This support is available to FPCs registered under Part IX-A of Companies Act. SFAC also offers a matching equity grant of up to Rs. 10 lakh to FPCs, enhancing their borrowing power and enabling access to bank finance. More details about the support available can be found on www.sfacindia.com."
205,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),5.8WhatIsATrustDeed?",144,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"A trust deed is a legal document that outlines the rules and regulations for the operation of a trust. It includes details about the trust's purpose, the rights and responsibilities of the trustees, and the distribution of assets. The trust deed is a crucial document as it governs the functioning of the trust and ensures transparency and accountability. It is important for Farmer Producer Organisations (FPOs) to have a well-drafted trust deed to establish and manage their trust effectively. The trust deed should be carefully drafted to align with the objectives and goals of the FPO and comply with legal requirements."
207,"NABARD provides financial support to the POs only through project mode through two financial products. A fund titled ""Producers Organisation Development Fund"" has been created by NABARD towards this end. Details are available at www.nabard.org (Financing and Supporting Producer Organisations). 
a. Lending to POs for contribution towards share capital on matching basis (1:1 ratio) to 
enable the PO to access higher credit from banks. This is a loan without collateral which will have to be repaid by the PO after specified time. The maximum amount of such assistance is Rs. 25 lakh per PO with a cap of Rs. 25,000 per member.  
b. Credit support against collateral security for business operations. Also, credit support 
without collateral security for business operations to FPCs which are eligible under Credit Guarantee scheme of SFAC. The credit product can be customised as per requirement of the business. In general, credit support is available for business activities and creation of assets like building, machinery, equipment, specially designed vehicles for transportation etc. and/or working capital requirements including administrative and other recurring costs connected with the project as 
composite loan. Capital expenditures like purchase of land, vehicles for general transportation & personal use, etc., will not be considered for support.",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),5.10WhatAreTheSourcesOfFundsForTheTrusts?TheTrustsCanMobiliseFundsThroughFollowingMeans:",8,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"NABARD provides financial support to POs through project mode and two financial products, including the ""Producers Organisation Development Fund."" The support includes lending for share capital contribution on a matching basis and credit support for business operations, with or without collateral security. The maximum assistance for share capital contribution is Rs. 25 lakh per PO with a cap of Rs. 25,000 per member. Credit support is available for business activities, creation of assets, and working capital requirements, but not for capital expenditures like land purchase or vehicles for general transportation and personal use. More details can be found at www.nabard.org under ""Financing and Supporting Producer Organisations."""
209,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),5.11WhatBooksOfAccountsAreToBeMaintainedByTheTrusts?TheTrustHasToMaintainFollowingBooks:",22,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The trust has to maintain several books of accounts, including a cash book, a ledger, a receipt and payment account, and an income and expenditure account. Additionally, the trust must also maintain a balance sheet and an annual report. These books of accounts must be maintained in accordance with the provisions of the Income Tax Act, 1961. The trust is also required to get its accounts audited annually by a chartered accountant. The audit report must be submitted to the Income Tax Department along with the income tax return."
211,"NABARD also provides technical, managerial and financial support for hand-holding, capacity building and market intervention efforts of the PO. Such support is available in the form of grant, loans, or a combination of the two based on the need of the situation, and is available only to those POs which avail credit from NABARD. Capacity building support will not be given in isolation in general. It would essentially be a part of the overall project having loan component. Grant, if any, will be maximum 20% of the loan amount. Capacity building should broadly cover any activity relating to functioning of a producer organization. Some such activities are given below: 
a. Skill development in order to enable members to improve production/productivity b. Business planning c. Technological extension through classroom training d. Exposure visits, agricultural university tie ups, expert meetings, etc. e. Any other capacity building initiative which directly benefits the P.O. 
f. NABARD through its  Farm Sector Promotion Fund (FSPF) is providing financial 
assistance to various institutions including Farmers clubs for: 
i. 
facilitating adoption of appropriate technologies by the agriculturists through the provision of training cum exposure visits, organizing for demonstrations on the use of the various technologies 
ii. 
organizing financial credit counselling 
iii. 
providing support for financial literacy 
iv. 
Dissemination of appropriate technologies to the various people in need thereof 
v. 
Promotion of Producer Organisation",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),5.12CanNgosTakeUpBusinessActivities?",89,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"NABARD provides support for hand-holding, capacity building, and market intervention efforts of the PO, including grant, loans, or a combination of the two. This support is available only to POs that avail credit from NABARD and may include activities such as skill development, business planning, and technological extension. Capacity building support is typically a part of the overall project with a loan component, and any grant provided is limited to a maximum of 20% of the loan amount. Additionally, NABARD's Farm Sector Promotion Fund offers financial assistance for various activities, including facilitating technology adoption, organizing financial credit counseling, and promoting producer organizations."
213,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),ActivityResultingInProfitNeedNotAlwaysBeTreatedAsIncomeFromBusiness.IncomeOfANon-ProfitOrganisationFromLettingOutHalls(ForPrivateOrPublicFunctions),RestHousesOrAuditoriumsDoesNotAmountToBusiness.5.13IsTheIncomeOfPoRegisteredAsTrustIsExemptFromIncomeTax?",22,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The income of a non-profit organisation from letting out halls, rest houses, or auditoriums does not amount to business. Activity resulting in profit need not always be treated as income from business. The income of a PO registered as trust is exempt from income tax."
215,"NABARD also provides support to the POs to access markets for their produce. Some of these activities are as below: 
a. Credit and/or grant support for setting up of marketing infrastructure facilities for sale 
of produce. 
b. Support for marketing through rural haat and rural mart which had already been 
established through NABARD support. 
c. NABARD may facilitate tie-ups with buyers for Producers Organization's produce. d. Through existing schemes of National Horticulture Mission and Ministry of Agriculture, 
NABARD may support creation of infrastructure wherever possible.",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),5.14WhatAreTheAdvantagesOfATrust",29,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"NABARD supports POs in accessing markets and provides credit and grant support for marketing infrastructure. They also support marketing through rural haat and mart, and facilitate tie-ups with buyers for POs' produce. Additionally, NABARD may support infrastructure creation through existing schemes of National Horticulture Mission and Ministry of Agriculture."
217,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),5.15WhatAreTheDisadvantagesOfATrust?",146,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The disadvantages of a trust include lack of flexibility in decision-making, potential for conflicts among trustees, limited control for beneficiaries, and potential for high administrative costs. Additionally, trusts may be subject to complex legal and tax regulations, and may require professional management."
219,"NABARD provides incentives for the POPI for taking care of the PO within the overall ceiling of 20% grant support to the PO. The incentive scheme is as below: 
a. Max 5% of loan amount for POs up to 5 years old 
b. Max 2.5% of loan amount for POs more than 5 years old c. The incentive is given 10% in advance, 70% linked to timely repayment of instalments 
and rest 20% at the end subject to satisfactory repayment.",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),5.16WhatAreTheDocumentsRequiredForRegistrationOfProducerCompanyAsATrust?",71,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"NABARD provides incentives for the POPI for taking care of the PO within the overall ceiling of 20% grant support to the PO. The incentive scheme provides a maximum of 5% of the loan amount for POs up to 5 years old and a maximum of 2.5% of the loan amount for POs more than 5 years old. The incentive is given 10% in advance, 70% linked to timely repayment of instalments, and the remaining 20% at the end subject to satisfactory repayment."
221,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),Chapter6ProducerOrganisationRegisteredAsSection8OfTheCompaniesAct,20136.1WhatIsASection8Company?",103,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"A Section 8 company is a type of non-profit organization that is registered under the Companies Act. It is formed for promoting commerce, art, science, sports, education, research, social welfare, religion, charity, protection of environment or any other useful object. The profits or any other income of the company are used for promoting its objectives and are not distributed among its members. The company can be registered with or without the word ""limited"" in its name, and it has all the privileges and obligations of limited companies. The members of the company do not receive any dividend, and the company can apply its income or property solely towards promoting its objectives."
223,"Government of India provides budgetary support to SFAC for its Equity Grant and Credit Guarantee Fund Scheme for the Farmer Producer Company. For creation of storage and other agricultural marketing infrastructure under the Integrated Scheme for Agricultural Marketing (Ministry of Agriculture, Government of India), FPOs are eligible to get higher subsidies. Details are available at www.agmarknet.nic.in. CAPART, Ministry of Rural Development also operates schemes through which support for some activities can be obtained by the PO. Details are available at www.capart.nic.in. Training institutions supported by the Ministry or Rural Development, Government of India (www. rural.nic.in) also impart skill and capacity building training which can be made use of by the PO for its members.",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),6.2WhatAdvantagesDoTheProducersOrganisationsGetOnRegisteringThemselvesAsSection8Companies?",138,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"FPOs receive budgetary support from the Government of India for equity grant and credit guarantee fund scheme. They are eligible for higher subsidies for creating storage and agricultural marketing infrastructure under the Integrated Scheme for Agricultural Marketing. Support for activities can be obtained through schemes operated by CAPART, Ministry of Rural Development. Training institutions supported by the Ministry of Rural Development provide skill and capacity building training for FPO members. All these advantages can be accessed by registering as Section 8 companies."
225,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),6.3WhatAreTheDisadvantagesOfASection8Company?",148,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The disadvantages of a Section 8 company include restrictions on distributing profits, limitations on altering the organization's objectives, and the inability to convert the company into any other type. Additionally, Section 8 companies are subject to stringent compliance requirements and may face challenges in attracting investment due to the prohibition on dividend distribution. These organizations also have limited flexibility in conducting commercial activities and may encounter difficulties in competing with for-profit entities."
227,"Producer Organisations can also be formed and registered as a Cooperative Society under the following Acts: 
a) Cooperative Societies' Act of Individual State b) Autonomous Cooperative Societies' Act existing in many States (minimal State 
intervention) 
c) Multi State Cooperative Societies' Act, which is a Central Act",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),6.4WhatAreTheEssentialConditionsForPoToGetRegisteredAsSection8Company?",72,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"Producer Organisations can be registered as a Cooperative Society under various Acts including the Cooperative Societies' Act of Individual State, Autonomous Cooperative Societies' Act, and Multi State Cooperative Societies' Act."
229,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),6.5WhatDocumentsAreRequiredToBeFiledForObtainingCertificateOfCommencementAsACompany?",163,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The documents required to be filed for obtaining a Certificate of Commencement as a company include the Memorandum of Association, Articles of Association, declaration by a practicing professional, and an affidavit by the directors. These documents are essential for the registration process and must be submitted to the concerned authority. The Memorandum of Association outlines the company's objectives and scope of operations, while the Articles of Association define the rules and regulations for the company's internal management. The declaration by a practicing professional certifies that all legal requirements have been complied with, and the affidavit by the directors attests to the accuracy of the documents submitted. These documents play a crucial role in establishing the legal framework for the company's operations and must be carefully prepared and filed."
231,"a) The Cooperative Society can be established for purpose/s of credit, production or 
distribution 
b) Unlimited society is not the best form of cooperation for agricultural commodities.  
However, such societies do exist and are working in several States.  Unlimited society can distribute profits with the permission of State Government",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),6.6WhatIsDirectorIdentificationNumber(Din)?",142,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The Cooperative Society can be established for credit, production, or distribution purposes. Unlimited societies are not the best form of cooperation for agricultural commodities, but they do exist and operate in several states. Unlimited societies can distribute profits with the permission of the State Government."
233,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),6.7WhatIsADigitalSignatureOrADigitalSignatureCertificate?",51,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"A digital signature or a digital signature certificate is a secure digital key that is used to sign electronic documents. It provides a way to authenticate the identity of the sender of a message or the signer of a document. Digital signatures ensure the integrity and authenticity of the signed document, and also provide non-repudiation, meaning the signer cannot deny signing the document. These signatures are based on cryptographic technology and are used to implement electronic signatures in online transactions and documents. Digital signature certificates are issued by licensed Certifying Authorities and are used to validate the authenticity of the signer."
235,"a) A society which has as its object the promotion of economic interests of its members 
in accordance with cooperative principles can be registered as a Society 
b) Similarly, a society established with the object of facilitating operation of such a 
society can also be registered under the Act 
c) A registered society can be member of another society, but liability of such other 
society must be limited, unless State Government directs otherwise",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),6.8WhatIsMemorandumOfAssociationOfAProducerCompany?",45,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The Memorandum of Association of a Producer Company outlines the economic interests and cooperative principles of its members. It can be registered as a society with the objective of promoting the economic interests of its members or facilitating the operation of such a society. Additionally, a registered society can also be a member of another society, with the liability of the other society being limited unless directed otherwise by the State Government."
237,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),6.9WhatIsArticleOfAssociationOfAProducerCompany?",22,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The Article of Association of a Producer Company outlines the rules and regulations for the internal management of the company. It includes details about the rights and duties of the members, the board of directors, and the general meetings. The article also specifies the procedures for decision-making, appointment of directors, and distribution of profits. It is a crucial document that governs the operations and functioning of the producer company. The Article of Association is filed with the Registrar of Companies during the incorporation process."
239,"a) A society can be formed with at least 10 members of age above 18 b) If object of the society is creation of funds to be lent to its members, all the members 
must be residing in the same town, village or group of villages or all members should be of same tribe, class, caste or occupation, unless Registrar otherwise directs 
c) The provision of minimum 10 members or residing in same town / village, etc. is not 
applicable, if a registered society is a member of another society 
d) The last word in the name of society should be 'Limited', if the society is registered 
with limited liability 
e) Registrar is empowered to decide whether a person is agriculturist or non-agriculturist 
or whether she / he is resident of the same town / village, etc. and his decision would be final",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),6.10WhatIsTheRegisteredOfficeOfAProducerCompany?",77,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"A society can be formed with at least 10 members of age above 18, and if the object is to create funds for lending to its members, all members must reside in the same town, village, or group of villages. However, this requirement does not apply if the society is a member of another society. If a society is registered with limited liability, the last word in its name should be 'Limited'. The Registrar has the authority to determine whether a person is an agriculturist or non-agriculturist, as well as their residency status, with the decision being final."
241,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),6.11AfterRegisteringAProducerOrganisationAsSection8CompanyWhetherAnyMoreRegistrationsAreRequired?",112,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"After registering a producer organisation as a Section 8 company, no more registrations are required."
243,"a) If liability of members is not limited by shares, each member shall have one vote 
irrespective of amount of her / his interest in the capital 
b) If liability of members of a registered society is limited by shares, each member will 
have as many votes as may be prescribed by the bye laws 
c) If a registered society has invested in shares of other registered society, it can vote by 
appointing a proxy 
d) A member of a registered society shall not exercise his rights as member, unless he 
has made payment to the society in respect of membership or has acquired interest in society, as may be prescribed by rules or bye-laws",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),Chapter7BusinessPlanning",287,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"Members of a Farmer Producer Organisation (FPO) have voting rights regardless of their capital interest, with each member having one vote if liability is not limited by shares. In the case of limited liability by shares, members will have votes as prescribed by the bye laws. If a registered society has invested in shares of another registered society, it can vote by appointing a proxy. Additionally, a member must have made payment to the society or acquired interest as per prescribed rules or bye-laws to exercise their rights."
245,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),",131,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The FAQ section on Farmer Producer Organisations addresses common queries related to FPOs. It provides valuable information on various aspects of FPOs, such as their formation, functioning, and benefits. The FAQ section aims to clarify doubts and provide a better understanding of FPOs for stakeholders. It serves as a comprehensive guide for individuals seeking information about FPOs and their operations. The FAQ section is a valuable resource for those looking to engage with or establish Farmer Producer Organisations."
247,"a) Each society will be managed by a Committee or the Governing Body b) Officers of a society include a Chairman, Secretary, Treasurer, Members of Committee 
or other persons empowered under rules or bye-laws to give directions in regard to business of society",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),7.3WhatIsTheBenefitFromValueChainConcept?TheBenefitsMayBeInTermsOfPricing,BothForInputSupply,OutputDeliveryAndServices.InAgriculturalValueChains,BenefitsMayComeFromTheFollowing,WhichWouldResultInCostReductionOrRevenueMaximisation",223,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The benefit from the value chain concept includes pricing advantages for input supply, output delivery, and services, leading to cost reduction or revenue maximization in agricultural value chains. Each society is managed by a committee or governing body, with officers such as chairman, secretary, treasurer, and members of the committee empowered to give directions regarding the society's business."
249,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),BusinessIdeasGenerationShort-ListingBusinessIdeasOpportunities/ThreatsAnalysisBusinessOpportunitiesIdentification&SelectionMarketPlanFinancialPlan",131,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The document contains information about frequently asked questions related to Farmer Producer Organisations (FPOs) and the process of generating business ideas. It also includes details about short-listing business ideas, analyzing opportunities and threats, identifying and selecting business opportunities, creating a market plan, and developing a financial plan."
251,"a) A registered cooperative society is a body corporate with perpetual succession and 
common seal (just like a company) 
b) It can hold property, enter in to contracts, institute and defend suit and other legal 
proceedings, and 
c) Do all things necessary for the purpose of its constitution",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),7.7WhatAreTheElementsOfABusinessPlan?TheBusinessPlanProvidesBroadParametersForAchievingTheGoalsOfThePo.ATypicalBusinessPlanWillContainTheFollowing:",474,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"A registered cooperative society is a body corporate with perpetual succession and common seal. It can hold property, enter into contracts, and institute and defend legal proceedings. Additionally, it can do all things necessary for the purpose of its constitution."
253,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),7.12WhatIsMarketingStrategy?TheMarketingPlanIsTheFirstStepInDevelopingAnyNewStrategy.ItShouldBeBasedOnARealisticAssessmentOfTheExternalEnvironment.MarketingStrategyLargelyDetermineResourceNeedsInOtherAreas.ForExample,TheStrategyToSeekALargeShareOfAMarketWillRequireASignificantCommitmentOfResourcesOfVariousKinds.HowTheBusinessChoosesToPromoteAndDistributeTheProductWillHaveHugeImplicationsOnOrganizational,Production,HumanResourceAndFinancialPlans.7.13WhatIsMarketAnalysis?TheMarketAnalysisShouldCoverDetailsAbout:",465,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The marketing plan is the first step in developing any new strategy and should be based on a realistic assessment of the external environment. Marketing strategy largely determines resource needs in other areas, such as the commitment of resources needed to seek a large share of a market. How the business chooses to promote and distribute the product will have huge implications on organizational, production, human resource, and financial plans. Market analysis should cover details about the external environment, customer needs, competition, and distribution channels. It is an essential step in developing a successful marketing strategy."
255," A registered society can give loans only to its members; however, it can give loan to 
another registered society with permission of the Registrar 
 A society with unlimited liability cannot lend money on security of movable property 
without sanction of the Registrar 
 State Government by issuing a general order, can prohibit or restrict lending of money 
on mortgage of immovable property by any registered society or class of registered society",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),7.19HowDoesOneGenerateBusinessIdeas?IdentificationOfSpecificBusinessOpportunityIsLargelyAReactiveProcess.SomeOfTheWaysToHitUponABusinessIdeaAreGivenBelow:",723,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,FPOs can give loans to their members and other registered societies with permission. Societies with unlimited liability need Registrar's sanction to lend money on movable property. State Government can restrict lending of money on mortgage of immovable property by registered societies. Generating business ideas is a reactive process and can be done by identifying specific business opportunities.
257,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),7.24WhatAreTheFunctionsOfTheFoodSafetyAndStandardsAuthorityOfIndia(Fssai)?",288,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The Food Safety and Standards Authority of India (FSSAI) is responsible for laying down science-based standards for articles of food and to regulate their manufacture, storage, distribution, sale, and import to ensure the availability of safe and wholesome food for human consumption. FSSAI also regulates the manufacture, distribution, and sale of food products to ensure they meet the quality and safety standards. It also provides guidance and support to small-scale food businesses and promotes awareness about food safety and standards. FSSAI is involved in the enforcement of various regulations related to food safety and standards to ensure the protection of public health. Additionally, it is responsible for creating an effective and efficient system for food safety and regulation in India."
259,"a. Registrar can hold an enquiry or direct some person authorised by him to hold enquiry 
in following circumstances: 
i) Of his own motion ii) Request of the Collector iii) Application by majority of Committee Members of society or iv) At least one-third of members of society 
b. All officers and members shall furnish necessary information to the Registrar or to a 
person authorised by him",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),7.25WhatRegulationsNeedToBeCompliedWithForFoodProcessingAndMarketing?",81,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The Registrar can hold an enquiry in specific circumstances, either on his own motion, at the request of the Collector, upon application by the majority of Committee Members of the society, or if at least one-third of the members of the society request it. All officers and members are required to provide necessary information to the Registrar or to a person authorized by him."
261,,,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),7.26WhatIsAgmark?",64,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"Agmark is a certification mark employed on agricultural products in India, assuring that they conform to a set of standards approved by the Directorate of Marketing and Inspection, an agency of the Government of India. The Agmark certification is voluntary and is used to ensure the quality of agricultural products. It is a quality certification that helps in standardizing the quality of agricultural produce. The mark is commonly seen on products like cereals, pulses, and vegetable oils. The Agmark certification is important for both producers and consumers to ensure the quality and standardization of agricultural products."
263,"a) Registrar, after inspection or inquiry, or on application received from 75% of members 
of society, may cancel the registration of society, if in his opinion, the society should be dissolved 
b) Any member can appeal against the order of the Registrar within two months to the 
State Government or other revenue authority authorised by the State Government 
c) If no appeal is filed within two months, the order of dissolution shall become effective d) If appeal is filed, the order will become effective only after it is confirmed by appellate 
authority",,,"FarmerProducerOrganisationsFrequentlyAskedQuestions(Faqs),7.27WhatTypeOfTestsAreConductedOnAgriculturalProductsByAgmark?",56,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,"The Registrar can cancel the registration of a society if it should be dissolved, and members can appeal this decision within two months. If no appeal is filed within two months, the dissolution order becomes effective. However, if an appeal is filed, the order only becomes effective after confirmation by the appellate authority."
