,chunkId,content,heading,StartPage,EndPage,ContentWordCount,pdfName,contentType,image,summary
236,,a. Identify a cluster where the PO can be formed. b. Conduct Baseline and Feasibility Studies to ensure that a viable PO can formed in the  cluster.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,27,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
237,, Plan for business activities that are possible to improve the incomes.  c. Meet the villagers (primary producers) and introduce the concept of Producer  Company to them.  d.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,27,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
238,,Explore the need for a Producer Company (PC) with the primary producers.  The  primary producers should understand the benefits and feel the need for it.  e.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,26,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
239,,Take the interested primary producers on an exposure visit to a functioning Producer  Company and enable meaningful interaction among them.  f.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,21,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
240,,"Create a critical group of primary producers, who are very enthusiastic about the idea  of Producer Company and empower them further with the concept and details and benefits of a producer company.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,32,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
241,,"  g. Use the critical group for canvassing among other eligible members about the need,  urgency and benefits of a Producer Company.  h.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,22,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
242,,Allow enough time to the prospective primary Producer Company members to  understand the idea. Make frequent visits to them and clarify all their doubts.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,24,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
243,,"The objective should be that the prospective members have right understanding, and willing to participate and work together for their mutual benefit.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,22,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
244,, It may take typically 3 to 6 month time for this kind of social mobilisation.  i. Have focused group meeting and motivate eligible members to become shareholders. j.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,28,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
245,,Hold a meeting with the prospective shareholders and discuss objectives and possible  business ideas for the company.  k.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,18,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
246,,Revise the business plan for the company taking into account the views of the  prospective members.  l.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,17,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
247,,Once the primary producers are willing to form a Producer Company and are ready to  contribute to the share capital  a. Identify Promoter Directors. b. Prepare a draft Articles of Association (AoA).,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,32,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
248,,"c. Prepare a draft Memorandum of Association (MoA).  Hire the services of a  consultant to get the AoA and MOA drafted, if necessary.  d. Call first informal meeting of the shareholders to approve  i.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,34,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
249,,Articles of Association   ii. Memorandum of Association  iii. Selection of Promoter  iv. Authorized capital and cost of each share  m. Collect the capital and savings also if possible.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.4 What Are The Preparatory Arrangements For Registration And Incorporation Of A Producer Company (Pc)? The Preparatory Steps To Be Followed For The Incorporation Of A Pc Are",,,28,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
250,98.0,## 3.5 What Are The Legal Formalities For Formation Of A Producer Company?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,13,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
251,99.0,"a. Obtain Digital Signature of the Nominated Director, who will be affixing DSC on all the  documents to be submitted to RoC online, on behalf of the company.  b. Chose maximum 4 names for the Producer Company in order of preference. c. Apply for the name availability in Form - INC1. d. Once name is available, a letter is received from RoC indicating it.  The documents to  be submitted to ROC thereafter are:  e. Articles of Association (AoA). f. Memorandum of Association (MoA). g. Form No. INC-22 for Registered Office. h. Form No. DIR-12 for Directors' Appointment. i. Apply on-line for Directors Identification Number (DIN) for the proposed Directors. j. INC-7 - Affidavits by subscribers to Memorandum of Association to be filed, in case, if  they have signed in Hindi.  k. Power of Attorney in favour of a consultant to authorize him to make necessary  changes in MoA and AoA as required by the RoC.  l. Submit the documents to RoC for Incorporation of Producer Company. m. Obtain Certificate of Commencement in INC-21","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.5 What Are The Legal Formalities For Formation Of A Producer Company?",,,173,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
252,100.0,"## 3.6 What Is Digital Signature Certificate? A. Digital Signature Certificates Are Equivalent To The Paper Certificates E.G. Driving License,",Farmer Producer Organisations Frequently Asked Questions (Faqs),,,20,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
253,,Pass port etc.  The certificates serve as a proof of identity of a person for a particular purpose.  DSCs are used by the people for filing various important documents on-line.   b.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.6 What Is Digital Signature Certificate? A. Digital Signature Certificates Are Equivalent To The Paper Certificates E.G. Driving License,",,,31,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
254,,All documents need to be signed digitally and submitted online to the RoC as per MCA21  e-Governance programme and in accordance with Information Technology Act 2000.  c.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.6 What Is Digital Signature Certificate? A. Digital Signature Certificates Are Equivalent To The Paper Certificates E.G. Driving License,",,,27,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
255,,Digital Signature Certificate (DSC) is to be obtained for signing documents of the PC for  submission online by the authorized person of the PC.  d.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.6 What Is Digital Signature Certificate? A. Digital Signature Certificates Are Equivalent To The Paper Certificates E.G. Driving License,",,,25,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
256,,Form for obtaining Digital Signature Certificate (DSC) is available from the Certifying  Agencies of Certifying Authorities.  e.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.6 What Is Digital Signature Certificate? A. Digital Signature Certificates Are Equivalent To The Paper Certificates E.G. Driving License,",,,17,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
257,,"After filling the form, it is to be submitted to Certifying Authorities.   f. The DSCs are issued with one or two year validity normally and can be renewed thereafter. g.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.6 What Is Digital Signature Certificate? A. Digital Signature Certificates Are Equivalent To The Paper Certificates E.G. Driving License,",,,30,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
258,,"There are three classes of DSCs namely Class 1, Class 2 and Class 3.  Class -2 DSC need to  be used by an individual for filing various forms for Producer Company or to file an Income Tax Return.  h.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.6 What Is Digital Signature Certificate? A. Digital Signature Certificates Are Equivalent To The Paper Certificates E.G. Driving License,",,,39,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
259,,"The cost of obtaining Class -2 (DSC) is market driven and depends on the Certification  Agency and it costs Rs. 1000/- for one year and Rs. 1200/- for two years, as quoted by M/s Varacity an agent of M/s Safescript and (n)Code Solutions which are Certifying Authorities.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.6 What Is Digital Signature Certificate? A. Digital Signature Certificates Are Equivalent To The Paper Certificates E.G. Driving License,",,,47,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
260,102.0,## 3.7 What Is A Certifying Authority (Ca) For Digital Signature Certificate And List The Cas?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,16,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
261,103.0,"The IT Act provides for the Controller of Certifying Authorities (CCA) to license and regulate the working of Certifying Authorities. The Certifying Authorities (CAs) issue Digital Signature Certificates for electronic authentication of users. At present the following organisations are authorized as Certifying Authorities under CCA, Government of India.  a. NIC (For Government Departments / Undertakings only) (http://nicca.nic.in) b. (n)Code Solutions CA(GNFC) (www.ncodesolutions.com) c. Safescript (www.safescrypt.com) d. TCS (www.tcs-ca.tcs.co.in)   e. MTNL (www.mtnltrustline.com) f. Customs & Central Exercise (www.icert.gov.in) g. e-Mudhra (www.e-mudhra.com) h. IDRBT","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.7 What Is A Certifying Authority (Ca) For Digital Signature Certificate And List The Cas?",,,82,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
262,104.0,## 3.8 What Is Director Identification Number (Din)?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,8,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
263,,a. Ministry of Company Affairs (MCA) maintains the details of all the Directors of  all the companies with a unique Identification Number which is called Director Identification Number (DIN).  b.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.8 What Is Director Identification Number (Din)?",,,30,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
264,,Every director needs to have a DIN form MCA.  DIN form is available on the  website of MCA.  Before formation of the PC all the Directors / Chairman should have DIN.  c.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.8 What Is Director Identification Number (Din)?",,,32,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
265,,"If any Director got a DIN, the same need not be obtained afresh. d. MCA on online application provides DIN at a cost of Rs. 1000/- against identity  proof.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.8 What Is Director Identification Number (Din)?",,,29,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
266,," For identity only PAN Card, Voter ID Card, Passport or Driving License number is accepted.   3.9 How the company is named?  a. Every Producer Company name should be unique. b.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.8 What Is Director Identification Number (Din)?",,,30,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
267,,"Every Producer Company name should end with ""Producer Company Limited"" which  indicates its status as Producer Company.  c.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.8 What Is Director Identification Number (Din)?",,,18,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
268,,The Producer Company may be named in such a way that it inspires the entire  membership and creates a sense of ownership for its members and is to be indicative of the objectives of the company.  d.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.8 What Is Director Identification Number (Din)?",,,37,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
269,,It is a better idea not to use the name of the Producer Organization Promoting Institution  (POPI) directly or indirectly in the Producer Company name.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.8 What Is Director Identification Number (Din)?",,,25,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
270,, Using POPI name will not help in creating ownership in the minds of the members.  e. Apply for the name online to MCA in e-form INC-1. f. A fee of Rs. 1000/- is to be paid along with e-from INC-1. g.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.8 What Is Director Identification Number (Din)?",,,41,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
271,,"Digital Signature of the applicant for the name is to be attached. h. If the name is not available, RoC will inform about the same.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.8 What Is Director Identification Number (Din)?",,,25,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
272,, This necessitates submission  of fresh set of names in the same application.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.8 What Is Director Identification Number (Din)?",,,12,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
273,106.0,## 3.10 What Is Memorandum Of Association (Moa)?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,8,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
274,107.0,"a. MoA is a document that indicates what activities the company can undertake. b. MoA needs to be prepared carefully to cover all the activities planned for the present and  future of the Producer Company in a broad manner.  c. MoA should be prepared and printed on both sides of the paper. d. It is to be subscribed/signed by the requisite number of subscribers/promoters in his/her  own hand along with details like father's name, occupation, address and the number of shares subscribed for, by them.  e. MoA needs to be dated after the date of stamping of the Articles of Association (AoA).","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.10 What Is Memorandum Of Association (Moa)?",,,102,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
275,108.0,## 3.11 What Is Articles Of Association (Aoa)?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,8,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
276,109.0,"a. AoA is a document that specifies the rules for a company's operations.   b. It defines the company's purpose and lays out how tasks are to be accomplished within  the organization.  c. It includes the process for appointing Directors and how financial records are handled. d. AoA should be prepared and printed on both sides of the paper. e. It is to be subscribed/signed by the requisite number of subscribers/promoters in his/her  own hand along with details like father's name, occupation, address and the number of shares subscribed for.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.11 What Is Articles Of Association (Aoa)?",,,89,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
277,110.0,## 3.12 What Are The Documents To Be Submitted To The Registrar Of Companies (Roc) For,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,16,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
278,111.0,"incorporation of a Producer Company?  a. Copy of the letter of RoC confirming the availability of name. b. MoA and AoA duly stamped and signed. c. Form INC-22 indicating the Registered Office of the company with full address. d. Form DIR-12 in duplicate with details about the directors of the company. e. Form INC-7 on stamp paper declaring compliance with all and incidental matters  regarding formation of companies.  f. Consent of each of the Directors along with form DIR-12. g.  An affidavit indicating that MoA is fully understood by the subscribers/signees, if they  sign in Hindi.  h. Power of Attorney to the agent who is dealing with the RoC to make corrections in MoA  and AoA, if necessary, to the satisfaction of the RoC.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.12 What Are The Documents To Be Submitted To The Registrar Of Companies (Roc) For",,,124,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
279,112.0,## 3.13 What Is Certificate Of Commencement (Coc)?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,8,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
280,113.0,a. CoC is issued by the RoC as a conclusive proof of formation of a Producer Company. b. Producer Company is effective and comes into existence from the date mentioned in the  Certificate of Registration granted by the RoC.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.13 What Is Certificate Of Commencement (Coc)?",,,39,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
281,114.0,## 3.14 What Is The Legal Status Of A Producer Company?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,11,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
282,115.0,"a. On incorporation and from the date mentioned in the Certificate of Commencement  (CoC), the company becomes a person in the eyes of law.  b. It has perpetual succession, meaning members may come and go, but it will go on until it  is wound up by following the process of law.  c.  It has a common seal, which is affixed on all the documents executed on behalf of the  company in the presence of a director and signed by the authorized signatory or signatories.  d. It is empowered to hold the properties in its own name and has its own right. e. It can enter into contracts in its own name. f. It can sue others and can be sued by others. g. In simple terms it has contractual capacity in the eyes of law just like any other person  who has contractual capacity.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.14 What Is The Legal Status Of A Producer Company?",,,144,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
283,116.0,## 3.15 How Much Time Is Taken For Registration Of A Producer Company? It May Take Anything Between 2 To 6 Months.,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,22,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
284,117.0,## 3.16 How Much It Costs For Registration Of A Producer Company?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,12,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
285,118.0,"a. It is estimated that it may cost Rs. 40,000/- approximately. b. It depends on the fee charged by CA, Company Secretary and Authorized Agents etc.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.16 How Much It Costs For Registration Of A Producer Company?",,,26,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
286,119.0,## 3.17 Who Will Bear The Cost Of The Registration Of A Producer Company?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,14,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
287,120.0,"a. Initially the promoters of the company will bear the cost of registration of the  company.  b. The promoters are generally the Producer Organisation Promoting Institution (POPI)  or the initial directors.  3.18  Whether Producer Company reimburses the cost of registration to the promoters?  The cost of registration may be reimbursed to the promoters duly approved by its general body in its first meeting with a resolution passed to that effect.  3.19  Who will run a Producer Company? The company is run / governed by members/shareholders, Board of Directors and Office bearers.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.17 Who Will Bear The Cost Of The Registration Of A Producer Company?",,,91,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
288,121.0,## 3.20 Who Are Board Of Directors (Bod)?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,8,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
289,122.0,a. Board of Directors are elected by the members. b. BoD may act collectively only through meetings.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.20 Who Are Board Of Directors (Bod)?",,,17,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
290,123.0,## 3.21  Who Are Office Bearers?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,6,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
291,124.0,"c. An office bearer is a person who is selected / appointed to look after the dayto-day affairs of the Producer Company.  d. The office bearers include Chief Executive officer (CEO), Accountant, godown  keeper, etc.    e. The company pays salaries to all the office bearers.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.21 Who Are Office Bearers?",,,45,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
292,125.0,## 3.22 How To Become A Member Of A Producer Company?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,11,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
293,126.0,a. By subscribing to the MoA. b. By an agreement in writing to become a member and with an entry in the  register.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.22 How To Become A Member Of A Producer Company?",,,23,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
294,127.0,## 3.23 What Is The Authority Of The Members On The Company? Members Exert Authority On The Company Only Through General Meetings. The General Meetings Alone Can Do The Following:,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,30,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
295,128.0,a. Approve Budget and adopt Annual Accounts of the Company b. Approve the quantum of withheld price c. Approve the patronage bonus d. Authorize the issue of bonus shares e. Appoint an auditor f. Declare a dividend and decide on the distribution of patronage g. Amend the MoA and AoA h. Specify the conditions and limits of loans that may be given by the Board to  any Director  i. Approve any act or any other matter that is specifically reserved in the  articles for decision for members,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.23 What Is The Authority Of The Members On The Company? Members Exert Authority On The Company Only Through General Meetings. The General Meetings Alone Can Do The Following:",,,87,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
296,129.0,## 3.24 What Are The Rights Of The Members?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,9,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
297,130.0,"a. to transfer one's shares b. to vote on resolutions at meetings of the Company c. to requisition an extraordinary general meeting of the Company or to make a  joint requisitions  d. to receive notice of a general meeting; to attend and speak in a general  meeting  e. to move amendments to resolutions proposed at meetings f. in case the member is a corporate body, to appoint a representative to  attend and vote at general meetings on its behalf  g. to require the company to circulate its resolutions  h. to enjoy the profits of the company in the form of dividends i. to elect directors and to participate in the management of the company  through them  j. to apply to the Company Law Board in case of oppression  k. to apply to the Company Law Board in case of mismanagement l. to apply to the court for winding up of the company m. to share the surplus on winding up n. to have a share certificate issued to him/her in respect of his/her shares","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.24 What Are The Rights Of The Members?",,,174,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
298,131.0,## 3.25  What Are The Voting Rights Of A Member?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,10,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
299,132.0,"a. In case of Producer Company comprising only of individual members or combination  of individual members and producer institutions, then the voting rights shall be based on one vote per member.  b. In case of Producer Company consisting only of producer institutions, then the voting  rights shall be based on the participation in the business of the Producer Company in the previous year.  c. The Producer Company can restrict the voting rights to only its active members  provided it is authorized by its Articles of Association.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.25 What Are The Voting Rights Of A Member?",,,86,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
300,133.0,## 3.26  How A Member Is Ceased Of His/Her Membership?,Farmer Producer Organisations Frequently Asked Questions (Faqs),,,10,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
301,134.0,"d. By completely transferring his/her shares e. By forfeiting his/her shares f. By a valid surrender g. By death h. By the company selling his shares in exercise of its right under its Articles of  Association  i. By order of a court or any other competent authority attaching and selling the shares,  in satisfaction of a decree or claim  j. By the official assignee disclaiming his shares, on his adjudication as an insolvent k. By rescission of contract of membership, on the grounds of misrepresentation or  mistake","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.26 How A Member Is Ceased Of His/Her Membership?",,,87,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
302,135.0,"## 3.27 How Many Board Of Directors Are Permitted In A Producer Company? A Producer Company Can Have A Minimum Of 5 Directors And Not More Than 15 Directors. 3.28 What Are The Powers And Functions Of The Board? A. The Board Is Responsible For Formulating, Supervising And Monitoring The Performance Of",Farmer Producer Organisations Frequently Asked Questions (Faqs),,,52,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
303,,"the Producer Company.  b. It should not act on the areas reserved for General Body. c. It should not exercise executive powers.    3.29 What are the matters, which the Board generally deals with?  a.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.27 How Many Board Of Directors Are Permitted In A Producer Company? A Producer Company Can Have A Minimum Of 5 Directors And Not More Than 15 Directors. 3.28 What Are The Powers And Functions Of The Board? A. The Board Is Responsible For Formulating, Supervising And Monitoring The Performance Of",,,34,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
304,,Determination of the dividend payable; b. Determination of the quantum of withheld price and recommended patronage to be  approved at General Body Meeting;  c. Admission of new members; d.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.27 How Many Board Of Directors Are Permitted In A Producer Company? A Producer Company Can Have A Minimum Of 5 Directors And Not More Than 15 Directors. 3.28 What Are The Powers And Functions Of The Board? A. The Board Is Responsible For Formulating, Supervising And Monitoring The Performance Of",,,29,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
305,,"Pursue and formulate the organizational policy, objectives, establish long term and  annual objectives, and approve corporate strategies and financial plans;  e.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.27 How Many Board Of Directors Are Permitted In A Producer Company? A Producer Company Can Have A Minimum Of 5 Directors And Not More Than 15 Directors. 3.28 What Are The Powers And Functions Of The Board? A. The Board Is Responsible For Formulating, Supervising And Monitoring The Performance Of",,,21,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
306,,"Appointment of Chief Executive Officer (CEO) and other officers, as may be specified in  the AoA. Control CEO and other officers by exercising superintendence and direction;  f.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.27 How Many Board Of Directors Are Permitted In A Producer Company? A Producer Company Can Have A Minimum Of 5 Directors And Not More Than 15 Directors. 3.28 What Are The Powers And Functions Of The Board? A. The Board Is Responsible For Formulating, Supervising And Monitoring The Performance Of",,,27,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
307,,"To sanction any loan or advance to members, who are not directors or their relatives, in  the course of its business;  g. Ensure proper books are maintained; h.","Farmer Producer Organisations Frequently Asked Questions (Faqs),3.27 How Many Board Of Directors Are Permitted In A Producer Company? A Producer Company Can Have A Minimum Of 5 Directors And Not More Than 15 Directors. 3.28 What Are The Powers And Functions Of The Board? A. The Board Is Responsible For Formulating, Supervising And Monitoring The Performance Of",,,28,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
308,,Acquire or dispose property of the company in the day-to-day affairs of the business; i.  Investment of the funds in the day to day business;  j.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.27 How Many Board Of Directors Are Permitted In A Producer Company? A Producer Company Can Have A Minimum Of 5 Directors And Not More Than 15 Directors. 3.28 What Are The Powers And Functions Of The Board? A. The Board Is Responsible For Formulating, Supervising And Monitoring The Performance Of",,,26,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
309,,Ensure annual accounts are placed before the Annual General Meeting (AGM) with the  auditor's report. 3.30  Who appoints the Board of Directors?  a.,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.27 How Many Board Of Directors Are Permitted In A Producer Company? A Producer Company Can Have A Minimum Of 5 Directors And Not More Than 15 Directors. 3.28 What Are The Powers And Functions Of The Board? A. The Board Is Responsible For Formulating, Supervising And Monitoring The Performance Of",,,23,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
310,,The names of the first Board of Directors are indicated in the MoA b. The AGM elects the directors in the first meeting and thereafter whenever required,"Farmer Producer Organisations Frequently Asked Questions (Faqs),3.27 How Many Board Of Directors Are Permitted In A Producer Company? A Producer Company Can Have A Minimum Of 5 Directors And Not More Than 15 Directors. 3.28 What Are The Powers And Functions Of The Board? A. The Board Is Responsible For Formulating, Supervising And Monitoring The Performance Of",,,27,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
