chunkId,content,StartPage,EndPage,heading,ContentWordCount,pdfName,contentType,image,summary 
498,## 6. राई/सरसों,,,,3,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,heading,,
499,राई /सरसों का रबी तिलहनी फसलों में प्रमुख स्थान है,,,6. राई/सरसों,10,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
500,| प्रदेश में अनेक प्रयासों के बाद भी राईके,,,6. राई/सरसों,8,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
501,क्षेत्रफल में विशेष वृद्धि नहीं हो पा रही है। इसका प्रमुख कारण हैं कि सिंचित क्षमता में वृद्धि केकारण अन्य महत्वपूर्ण फसलोंके क्षेत्रफल का बढ़ना,,,6. राई/सरसों,25,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
502,| इसकी खेती सीमित सिंचाई की,,,6. राई/सरसों,5,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
503,दशा में अधिक लाभदायक होती है,,,6. राई/सरसों,6,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
504,| उननत विधियाँ अपनाने से उत्पादन एवं उत्पादकता में वृद्धि होती है।,,,6. राई/सरसों,11,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
505,खेत की तैयारी : खेत की पहली जुताई मिट्टी पलटने वाले हल से करके बाद पाटा लगाकर खेत को भुरभुरा बना लेना चाहिए,,,6. राई/सरसों,23,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
506,| यदि खेत में नमी कम हो,,,6. राई/सरसों,6,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
507,तो पलेवा करके तैयार करना चाहिए| ट्रैक्टर चालित रोटावेटर द्वारा एक ही बार में अच्छी तैयारी हो जाती है। उनननतिशील प्रजातियाँ प्रजातियाँ ..> विमोचन नोटीफिकेशन पकनेकी उत्पादन. विशेषविवण कीतिथि कीतिथि अवधि [दिनों में) क्षमता कु. / हे.,,,6. राई/सरसों,37,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
508,"|                 |            |           |           |         |         |        |       |       |     | सिंचित   |  क्षेत्र   |
|-----------------|------------|-----------|-----------|---------|---------|--------|-------|-------|-----|-------|---------|
| 4.              | नरेन्द्र      | अगेती       | राई-4      | 999._   | 5.44.0| | 95-00  | 45-20 | सम्पूर्ण | उ.  | प्र.   | हेतु      |
| 2.              | वरूणा        | (टी        | 59)       | 4975    | 2.2.76  | 425-30 | 20-25 | सम्पूर्ण | मैदानी | क्षेत्र  | हेतु      |
| 3.              | बसंती        | (पीली)      | 2000      | 5.44.0॥ | 430-35  | 25-28  | -     |       |     |       |         |
| 4...            | रोहिणी        | ।985.     | 26.4.86   | 430-35  | 22-28   | सम्पूर्ण  | उ.प्र. | हेतु    |     |       |         |
| 5...            | माया         | 2002      | 44.3.03   | 430-35  | 25-28   | सम्पूर्ण  | उ.प्र. |       |     |       |         |
| 6.              | उर्वशी       | 999       | 2.2.0|    | 425-30  | 22-25   | शीर्घ    | बुआई   | हेतु    |     |       |         |
| 7...            | नरेन्द्र      | स्वर्णा-राई-8 | 2004      | 23.8.05 | 430-35  | 22-25  | सम्पूर्ण | उ.    | प्र. | हेतु    |         |
| (पीली)            |            |           |           |         |         |        |       |       |     |       |         |
| 8.              | नरेन्द्र      | राई        | 990       | 47.8.90 | 425-30  | 25-30  | सम्पूर्ण | उ.प्र. | हेतु  |       |         |
| (एन.डी.आर.-850॥) |            |           |           |         |         |        |       |       |     |       |         |
| 9.              | पूसा         | सरसों-30    | 2043      | -       | 430-37  | 8-20   | सम्पूर्ण | उ.प्र. |     |       |         |
| (पी.एम.-30)      |            |           |           |         |         |        |       |       |     |       |         |
| 0.              | पूसा         | सरसों-28    | 2042      | -       | 405-0   | 8-22   | सम्पूर्ण | उ.प्र. |     |       |         |
| (पी.एम.-28)      |            |           |           |         |         |        |       |       |     |       |         |
| ।4.             | आर.एच.-749 | 2043..._  | 40.04.203 | 46-48   | 26-28   | ""      | ""     |       |     |       |         |
| ।2.             | सी.एस.-60   | 2048      | -         | 425-29  | 20-22   | ऊसर    | क्षेत्रों  | में     | ।   |       |         |
| 3.              | सी.एस.-58   | 2047      | -         | 438     | 20.9    | ऊसर    | क्षेत्रों  | में     | |   |       |         |
| (सी.एस.          | 00         | 4-2-2-3)  |           |         |         |        |       |       |     |       |         |
|                |                   |                        | प्रजातियाँ       | विमोचन    | नोटीफिकेशन     | पकने        |  की     | उत्पादन   | विशेष    |  विवरण   |
|----------------|-------------------|------------------------|-------------|---------|------------|------------|--------|---------|--------|---------|
| की              | तिथि                | की                      | तिथि          | अवधि     | [दिनों        | में)         | क्षमता   | कु.      | /      | हे.      |
| 4.             | पूसा                | डबल                    | जीरो-3॥       | 206     | -          | 42         | 23.3   | बायो      | फोर्टिफाइड | प्रजाति-   |
| एसिड            | 2                 | प्रतिशत                  | से           | कम      | एवं         |            |        |         |        |         |
| ग्लूकोसाइनोलेटस      | 30                | पीपीएम                   | से           | कम)     | |          |            |        |         |        |         |
| ।5.            | पूसा                | सरसों-29 (एल.ई.टी.-36)203 | -           | 3-55_   | 9.27-25.68 | इरयूसिक      | एसिड    | की       | मात्रा    | बहुत     |
| 6.             | पूसा                | सरसों-24                 | (एल.ई.टी.-8) | 2008    | -          | 40         | 20.25  | इरयूसिक   | एसिड    | की       |
| 7.             | पूसा                | सरसों-2॥                 | 2007        | -       | 433-42     | 8.6-2.॥0   | इरयूसिक  | एसिड     |        |         |
| की              | मात्रा               | बहुत                    | न्यून         | |       |            |            |        |         |        |         |
| (एल.ई.एस-4-27) |                   |                        |             |         |            |            |        |         |        |         |
| असिचित           | क्षेत्रों              | के                      |             |         |            |            |        |         |        |         |
| लिए             |                   |                        |             |         |            |            |        |         |        |         |
| ।...           | वैभव               | 4985..                 | 8.44.85     | 425-430 | 45-20      | सम्पूर्ण      | उ.प्र.  | हेतु      |        |         |
| 2.             | वरूणा               | (टा.                    | -           | 59)     | 975        | 2.2.76     | 420-25 | 5-20    | सम्पूर्ण  | मैदानी     |
| 3.             | आर.जी.एन.-298      | 205                    | -           | 443     | 2.7        | तेल         | की      | मात्रा     | अधिक    | |       |
| 4...           | गिरिराज              | (डीआरएमआरयू34)           | 203         | -       | 437-53     | 22.46-श57  | तेल     | की       | मात्रा    | अधिक     |
| 5.             | पूसा                | सरसों-श                  | 204]        | -       | 08-35      | 44.37-6.59 | इरयूसिक  | एसिड     | की      | मात्रा     |
| 6.             | पन्त               | पीली                     | सरसों         | 2040    | -          | 407-3      | 42-5   | -       |        |         |
| 7.             | पीताम्बरी             | 2009                   | -           | 440-5   | ।4.7-7.65  | बड़ा         | दाना     | |       |        |         |
| (आर.वाई.एस.के.   | 05-02)            |                        |             |         |            |            |        |         |        |         |
| 8.             | एन.आज.सी.एच.बी.-40| | 2009                   | -           | 405-35  | 43.82-4.98 | -          |        |         |        |         |",,,6. राई/सरसों,295,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
509,## विलम्ब से बुआई के लिए,,,,6,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,heading,,
510,।. आशीर्वाद 2005... 26.08.05 430-35 20-22 सम्पूर्ण उ.प्र. हेतु 2. वरदान 985.. 8.4.85 420-25 8-20 सम्पूर्ण उ.प्र. हेतु,,,विलम्ब से बुआई के लिए,18,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
511,## क्षारीय/लवणीय भूमि हेतु,,,,4,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,heading,,
512,4. नरेन्द्र राई 990...._47.08.90,,,क्षारीय/लवणीय भूमि हेतु,4,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
513,सम्पूर्ण उ.प्र. हेतु 2. सी.एस.-52 987._5.05.98 435-45 6-20 सम्पूर्ण उ.प्र. हेतु 3. सी.एस.-54 2003. 42.02.05 435-45 8-22 सम्पूर्ण उ.प्र. हेतु,,,क्षारीय/लवणीय भूमि हेतु,20,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
514,।. . जे.के. सम्रद्धि गोल्ड 206,,,क्षारीय/लवणीय भूमि हेतु,6,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
515,425-30 20.0-30.. सफेद रस्ट एवं डाउनी मिल्डयूसहिष्णु | (जे.के.एम.एस.-2) 2.  जे.के. पुखराज 206,,,क्षारीय/लवणीय भूमि हेतु,13,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
516,445-20 5.0-20.. सफेद रस्ट एवं डाउनी मिल्डयूसहिष्णु,,,क्षारीय/लवणीय भूमि हेतु,7,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
517,(जे.के.वाई.एस.-2) 3. बेयर सरसों - 5450 2046,,,क्षारीय/लवणीय भूमि हेतु,7,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
518,430-35 28.0-30.0. तेल की मात्रा अधिक,,,क्षारीय/लवणीय भूमि हेतु,6,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
519,4. अलबेली । 2045,,,क्षारीय/लवणीय भूमि हेतु,4,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
520,40-45 2.3,,,क्षारीय/लवणीय भूमि हेतु,2,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
521,5... कोरल 432 (पी.ए.सी.432). 2040,,,क्षारीय/लवणीय भूमि हेतु,5,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
522,42-32 48.3-25.88 सफेद रस्ट अवरोधी,,,क्षारीय/लवणीय भूमि हेतु,5,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
523,बीज दर: सिंचित एवं असिचित्त क्षेत्रों में 5-6 किग्रा. / हे. की दर से प्रयोग करना चाहिए,,,क्षारीय/लवणीय भूमि हेतु,17,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
524,बीज शोधन : बीज जनित रोगों से सुरक्षा हेतु 2.5 ग्राम थीरम प्रति किलो की दर से बीज को उपचारित करके बोये। मैटालेक्सिल 35 प्रतिशत डब्लू एस. 2 ग्राम प्रति कि.ग्रा. बीज शोधन करने से सफेद गेरूई एवं तुलासिता रोग की प्रारम्भिक अवस्था में रोकथाम हो जाती है | बुआई का समय एवं विधि : राई बोने का उपयुक्त समय बुन्देलखंड एवं आगरा मंडल में सितम्बर का अंतिम सप्ताह तथा शेष क्षेत्रों में अक्टूबर का प्रथम पखवारा है। बुआई देशी हल के पीछे उथले (4-5 सेन्टीमीटर गहरे) कूंड़ों में 45 सेन्टीमीटर की दूरी पर करना चाहिए,,,क्षारीय/लवणीय भूमि हेतु,96,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
525,| बुआई के बाद बीज ढ़कने के लिए,,,क्षारीय/लवणीय भूमि हेतु,7,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
526,हल्का पाटा लगा देना चाहिए,,,क्षारीय/लवणीय भूमि हेतु,5,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
527,| असिंचित दशा में बुआई का उपयुक्त समय सितम्बर का द्वितीय पखवारा है| विलम्ब से बुआई करने पर माहूँ का,,,क्षारीय/लवणीय भूमि हेतु,19,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
528,प्रकोप एवं अन्य कीटों एवं बीमारियों की सम्भावना अधिक रहती है । उर्वरक की मात्रा : उर्वरकों का प्रयोग मिट्टी परीक्षण की संस्तुतियों केआधार पर किया जायें सिंचित क्षेत्रों मेंनत्रजन 20 किग्रा. फास्फेट 60 कि.ग्रा. एवं पोटाश 60 किग्रा. प्रति हेक्टेयर की दर से प्रयोग करने से अच्छी उपज प्राप्त होती है । फास्फोरस का प्रयोग सिंगिल सुपर फास्फेट के रूप में अधिक लाभदायक होता है। क्योंकि इससे सलल्फर की उपलब्धता भी हो जाती है। यदि सिंगल सुपर फास्फेट का प्रयोग न किया जाए तो गंधक की उपलबधता को सुनिश्चित करने के लिए 40 किग्रा. / हे. कीदर से गंधक का प्रयोग करना चाहिए तथा असिंचित क्षेत्रों मेंउपयुक्त उर्वरकों की आधी मात्रा बेसल ड्रेसिंग के रूप में प्रयोग की जाये,,,क्षारीय/लवणीय भूमि हेतु,120,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
529,| यदि डी.ए.पी. का प्रयोग किया जाता है तो इसके साथ बुआई के समय 200 किग्रा.,,,क्षारीय/लवणीय भूमि हेतु,15,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
530,जिप्सम प्रति हेक्टेयर की दर से प्रयोग करना फसल के लिए लाभदायक होता है तथा अच्छी उपज प्राप्त करने के लिए 60 कुन्तल प्रति हे. की दर से सड़ी हुई गोबर की खाद का प्रयोग करना चाहिए,,,क्षारीय/लवणीय भूमि हेतु,37,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
531,सिंचित क्षेत्रों मेंनत्रजन की आधी मात्रा व फास्फेट एवं पोटाश की पूरी मात्रा बुआई के समय कूंड़ों में बीज के 2-3 सेमी नीचे नाई या चोगें से दिया जाय,,,क्षारीय/लवणीय भूमि हेतु,29,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
532,| नत्रजन की शेष मात्रा पहली सिंचाई (बुआई के 25-30 दिन बाद) के बाद टापड्रेसिंग में डाली जाय,,,क्षारीय/लवणीय भूमि हेतु,17,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
533,निराई-गुड़ाई एवं विरलीकरण : बुआई के 5-20 दिन के अन्दर घने पौधों कोनिकालकर उनकी आपसी दूरी 45 सेमी. कर देना आवश्यक है,,,क्षारीय/लवणीय भूमि हेतु,22,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
534,| खरपतवार नष्ट करने के,,,क्षारीय/लवणीय भूमि हेतु,4,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
535,"लिए एक निराई-गुड़ाई, सिंचाई के पहले और दूसरी पहली सिंचाई के बाद करनी चाहिए रसायन द्वारा खरपतवार नियंत्रण करने पर बुआई से पूर्व फ्लूक्लौरैलिन 45 ई.सी. की 2.2 लीटर प्रति 800-000 लीटर पानी में घोलकर प्रति हेक्टेयर की दर से छिड़काव कर भली-भांति हैरो चलाकर मिट्टी में मिला देना चाहिए या पैन्डीमेथलीन 30 ई.सी. 3.3 लीटर प्रति हेक्टेयर की दर से बुआई के दो तीन दिन के अन्दर 800-000 लीटर पानी में घोलकर समान रूप से छिड़काव करें",,,क्षारीय/लवणीय भूमि हेतु,78,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
536,"राई, नमी की कमी के प्रति, फूल आने के समय तथा दाना भरने की अवस्थाओं में विशेष संवेदनशील होती है",,,क्षारीय/लवणीय भूमि हेतु,20,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
537,| अत: अच्छी उपज प्राप्त करने के,,,क्षारीय/लवणीय भूमि हेतु,6,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
538,"लिए सिंचाई करें यदि उर्वरकका प्रयोग भारी मात्रा में ((20 किलोग्राम नत्रजन, 60 किलोग्राम फास्फेट तथा 60 किलोग्राम पोटाश प्रति हेक्टेयर) किया गया हो तथा मिट्टी हल्की हो तोआकितम उपज प्राप्त करने के लिए 2 सिंचाई क्रमशः पहली बुआई के 30-35 दिन बाद तथा दूसरी वर्षा न होने पर 55-65 दिन बाद करें",,,क्षारीय/लवणीय भूमि हेतु,53,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
539,"4. आरा मक्खी : इस कीट की सूड़ियाँ काले स्लेटी रंग की होती है जो पत्तियों को किनारों से अथवा पत्तियों में छेद कर तेजी से खाती है, तीव्र प्रकोप की दशा में पूरा पौधा पत्ती विहीन हो जाता है",,,क्षारीय/लवणीय भूमि हेतु,40,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
540,"2. चित्रित बग: इस कीट के शिशु एवं प्रौढ़ चमकीले काले, नारंगी एवं लाल रंग के चकत्ते युक्त होते हैं| शिशु एवं प्रौढ़ पत्तियों, शाखाओं, तनों, फूलों एवं फलियों का रस चूसते हैं",,,क्षारीय/लवणीय भूमि हेतु,33,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
541,| जिससे प्रभावित पत्तियाँ किनारों सेसूख कर गिर जाती है प्रभावित फलियों में दाने कम बनते,,,क्षारीय/लवणीय भूमि हेतु,15,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
542,हैं। 3. बालदार सूँडी: सूंडी काले एवं नारंगी रंग की होती है तथा पूरा शरीर बालों से ढका रहता है | सूड़ियाँ प्रारम्भ में झुण्ड में रह कर पत्तियों को खाती है तथा बाद में पूरे खेत में फैल कर पत्तियों खाती है | तीव्र प्रकोप की दशा में पूरा पौधा पत्ती विहीन हो जाता है । 4... माहूँ: इस कीट की शिशु एवं प्रौढ़ पीलापन लिये हुए हरे रंग के होते हैं,,,क्षारीय/लवणीय भूमि हेतु,73,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
543,"|जो पौधों केकोमल तनों, पत्तियों, फूलों एवं नये फलियों के रस",,,क्षारीय/लवणीय भूमि हेतु,11,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
544,चूसकर कमजोरकर देते हैं। माहूँ मधुस्राव करते हैं जिस पर काली फफूँद उग आती है जिससे प्रकाश संश्लेषण में बाधा उत्पन्न होती है,,,क्षारीय/लवणीय भूमि हेतु,23,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
545,5. पत्ती सुरंगक कीट : इस कीट की सूँडी पत्तियों में सुरंग बनाकर हरे भाग को खाती है जिसके फलस्वरूप पत्तियों में अनियमित आकार की सफेद रंग की रेखायें बन जाती है,,,क्षारीय/लवणीय भूमि हेतु,32,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
546,कं. सं. कीट का नाम फसल की अवस्था आर्थिक क्षति स्तर 4. आरा मक्खी वानस्पति अवस्था एक सूँँडी प्रति पौधा 2. पत्ती सुरंगक कीट वानस्पतिक अवस्था 2 से 5 सूंडी प्रति पौधा 3. बालदार सूँडी वानस्पतिक अवस्था 40-5 प्रतिशत प्रकोपित पत्तियाँ 4. माहूँ वानस्पतिक अवस्था से 30-50 माहूँ प्रति ।0 सेमी. मध्य ऊपरी शाखा पर फूल व फली आने तक या 30 प्रतिशत माहूँ से ग्रसित पौधे |,,,क्षारीय/लवणीय भूमि हेतु,68,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
547,## नियंत्रण के उपाय :,,,,5,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,heading,,
548,"|   ।. | गर्मी   |  में    |  गहरी   |  जुताई   |  करनी   |  चाहिए।   |
|------|-------|-------|--------|--------|--------|---------|
|    2 | संतुलित  | उर्वरकों | का      | प्रयोग   | करना    | चाहिए।    |",,,नियंत्रण के उपाय :,15,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
549,3. आरा मक्खी की सूड़ियों को प्रातः काल इकट्ठा कर नष्ट कर देना चाहिए,,,नियंत्रण के उपाय :,14,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
550,4... प्रारम्भिक अवस्था में झुण्ड में पायी जाने वाली बालदार सूडियाँ पत्तियों को तोड़कर नष्ट कर देना चाहिए,,,नियंत्रण के उपाय :,18,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
551,"5... प्रारम्भिक अवस्था में माहूँ से प्रभावित फूलों, फलियों एवं शाखाओं को तोड़कर माहूँ सहित नष्ट कर देना चाहिए। 6. यदि कीटको प्रकोप आर्थिक क्षति स्तर पर कर गया हो तो निम्नलिखित कीटनाशों का प्रयोग करना चाहिए",,,नियंत्रण के उपाय :,37,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
552,।.. आरा मक्खी एवं बालदार सूँडी के नियंत्रण के लिए मैलाथियान 5 प्रतिशत डी.पी की 20-25 किग्रा प्रति हेक्टेयर बुरकाव अथवा मैलाथियान 50 प्रतिशत ई.सी. की 4.50 लीटर अथवा डाईक्लोरोवास 76 प्रतिशत ई.सी. की 500 मिली. मात्रा अथवा क्यूनालफास 25 प्रतिशत ई.सी. की 4.25 लीटर प्रति हेक्टेयर की दर से लगभग 600-750 लीटर पानी में घोलकर छिड़काव करना चाहिए,,,नियंत्रण के उपाय :,59,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
553,"2. माहूँ चित्रित बग, एवं पत्ती सुरंगक कीट के नियंत्रण हेतु डाईमेथोएट 30 प्रतिशत ई.सी. अथवा आक्सीडेमेटान-मिथाइल 25 प्रतिशत ई.सी. अथवा क्लोरपाइरीफास 20 प्रतिशत ई.सी. की 4.0 लीटर अथवा मोनोक्रोटोफास 36 प्रतिशत एस.एल. की 500 मिली प्रति हेक्टेयर की दर से लगभग 600-750 लीटर पानी में घोलकर छिड़काव करना चाहिए",,,नियंत्रण के उपाय :,50,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
554,| एजाडिरेक्टिन (नीम आयल),,,नियंत्रण के उपाय :,3,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
555,0.5 प्रतिशत ई.सी. 2.5 ली प्रति हेक्टेयर की दर से भी प्रयोग किया जा सकता है।,,,नियंत्रण के उपाय :,16,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
556,## (ख) प्रमुख रोग :,,,,5,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,heading,,
557,4. अल्टरनेरिया पत्ती धब्बा : इस रोग में पत्तियो तथा फलियों पर गहरे कत्थई रंग के धब्बे बनते हैं जोगोल छल्ले के रूप में पत्तियों पर स्पष्ट दिखाई देते हैं। तीव्र प्रकोप की दशा में धब्बे आपस में मिल जाते हैं जिससे पूरी पत्ती झुलस जाती है। 2. सफेद गेरूई : इस रोग में पत्तियों कीनिचली सतह पर सफेद फफोले बनते हैं जिससे पत्तियों पीली होकर सूखने लगती है,,,(ख) प्रमुख रोग :,69,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
558,| फूल आने की अवस्था में,,,(ख) प्रमुख रोग :,5,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
559,पुष्पक्रम विकृत हो जाता है,,,(ख) प्रमुख रोग :,5,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
560,| जिससे कोई भी फली नहीं बनती है।,,,(ख) प्रमुख रोग :,7,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
561,"3 तुलासिता: इस रोग में पुरानी पत्तियों कीऊपरी सतह पर छोटे-छोटे धब्बे तथा पत्तियाँ निचली सतह पर इन धब्बों केनीचे सफेद रोयेदार फफूदी उग आती है| धीरे-धीरे पूरी पत्ती पीली होकर सूख जाती है | नाम पै।ैपयिपेैपमि:प्नल:""!,:्/रह५/प/प)9थ।थ::थ:ि:थ3:3ऊआमजभआजजाेखण:७। नियंत्रण के उपाय : 4.. बीज उपचार : ... सफेद गेरूई एवं तुलासिता रोग के नियंत्रण हेतु मैटालैक्सिल 35 प्रतिशत डब्लू एस. की 2.0 ग्राम प्रति किग्रा. बीज की दर से बीजशोधन कर बुआई करना चाहिए",,,(ख) प्रमुख रोग :,73,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
562,2. अल्टरनेरिया पत्ती धब्बा रोग के नियंत्रण हेतु थीरम 75 प्रतिशत डब्लू एस. की 2.5 ग्राम प्रति किग्रा. बीज की दर से बीजशोधन कर बुआई करना चाहिए,,,(ख) प्रमुख रोग :,27,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
563,"2. भूमि उपचार: . भूमि जनित एवं बीज जनित रोगों के नियंत्रण हेतु बायोपेस्टीसाइड (जैव कवक नाशी) ट्राइकोडरमा विरिडी 4 प्रतिशत डब्लू पी. अथवा ट्राइकोडरमा हारजिएनम 2 प्रतिशत डब्लू.पी. की 2.5 किग्रा. प्रति हे. 60-75 किग्रा सड़ी हुए गोबर की खाद में मिलाकर हल्के पानी का छींटा देकर 8-0 दिन तक छाया में रखने के उपरान्त बुआईके पूर्व आखिरी जुताई पर भूमि में मिला देने से राई /सरसों के बीज / भूमि जनित आदि रोगों के प्रबन्धन में सहायक होता है| 3. पर्णीय उपचार : 4. अल्टरनेरिया पत्ती धब्बा, सफेद गेरूई एवं तुलासिता रोग के नियंत्रण हेतु मैकोजेब 75 डब्लूपी.की 2.0 किग्रा. अथवा जिनेब 75 प्रतिशत डब्लूपी.की 2.0 किग्रा. अथवा जिरम 80 प्रतिशत डब्लू.पी. की 2.0 किग्रा अथवा कापर आक्सीक्लोराइड 50 प्रतिशत डब्लूपी.की 3.0 किग्रा. मात्रा प्रति हेक्टेयर लगभग 600-750 लीटर पानी में घोल कर छिड़काव करना चाहिए",,,(ख) प्रमुख रोग :,138,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
564,"(ग) प्रमुख खरपतवार : बथुआ, सेन्जी, कृष्णनील, हिरनखुरी, चटरी-मटरी, अकरा-अकरी जंगली गाजर, गजरी, प्याजी, खरतुआ, सत्यानाशी आदि",,,(ख) प्रमुख रोग :,17,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
565,नियंत्रण के उपाय : ।. खरपतवारनाशी रसायन द्वारा खरपतवार नियंत्रण करने हेतु फ्लूक्लोरैलीन 45 प्रतिशत ई.सी. की 2.2 ली. मात्रा प्रति हेक्टेयर लगभग 800-4000 लीटर पानी में घोलकर बुआई के तुरन्त पहले मिट्टी में मिलाना चाहिए,,,(ख) प्रमुख रोग :,36,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
566,| अथवा पेण्डीमेथलीन 30 प्रतिशत,,,(ख) प्रमुख रोग :,4,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
567,ई.सी. की 3.30 लीटर प्रति हेक्टेयर उपरोक्तानुसार पानी में घोलकर फ्लैट फैन नाजिल से बुआई के 2-3 दिन के अन्दर समान रूप से छिड़काव करे,,,(ख) प्रमुख रोग :,25,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
568,2. यदि खरपतवारनाशी रसायनका प्रयोग न किया गया हो तो खुरपी से निराई कर खरपतवारों का नियंत्रण करना चाहिए,,,(ख) प्रमुख रोग :,19,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
569,"कटाई-मड़ाई : जब 75 प्रतिशत फलियाँ सुनहरे रंग की हो जायें, फसल को काट कर सुखाकर व मड़ाई करके बीज अलग करना चाहिए| देर करने से बीजों के झड़ने की आशंका रहती है",,,(ख) प्रमुख रोग :,33,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
570,| बीज को खूब सुखाकर ही भण्डारण करना चाहिए,,,(ख) प्रमुख रोग :,8,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,table,,
571,।... विरलीकरण किया जायें 2. सल्फरका प्रयोग किया जाये,,,(ख) प्रमुख रोग :,9,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
572,3. आई.पी.एम. का प्रयोग किया जाये,,,(ख) प्रमुख रोग :,6,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
573,$*$**९**९९*९९७९७९+९*,,,(ख) प्रमुख रोग :,1,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,para,,
574,## 7. पीली सरसों की खेती,,,,6,input/md/hindi\RabiBookallpagesfullbook_2019.pdf,heading,,
