chunkId,content,heading,originalLanguageChunk,StartPage,EndPage,originalLanguageHeading,ContentWordCount,pdfName,contentType,image,summary
342,Wheat flour 2 - gujiya weevil - wheat flour 3 mahoonWheat flour or thiamethoxam 30% FS 3.50 was obtained.Wheat flour or thiamethoxam 30% FS 3.50 was obtained.Wheat flour or thiamethoxam 30% FS 3.50 was obtained.Wheat flour or thiamethoxam 30% FS 3.50 was obtained.,A - uncultured:,गेहूँ कीतरह 2- गुजिया वीविल_- गेहूँ कीतरह 3 माहूँ,,,अ- असिंचित:,45,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,list,,
344,"For the control of termites before sowing, chlorpyrifos 20% EC3ml or thiamethoxam 30% FS3ml. per kg. Seeds should be sown at the rate of seed.2. Beauveria baesiana 2.5 kg of 4. 5% biopesticide. It is per. 60-75 kg. After spraying light water mixed with cow dung manure and keeping it in shade for 8-0 days, on the last ploughing before sowing, soil-borne pests including termites are controlled.",Measures of control:,... बुआईसे पूर्व दीमक के नियंत्रण हेतु क्लोरपाइरीफास 20 प्रतिशत ई.सी. की 3 मिली अथवा थायोमेथाक्साम 30 प्रतिशत एफ.एस. 3 मिली. प्रति किग्रा. बीज के दर से बीज को शोधित करना चाहिए,,,नियंत्रण के उपाय :,84,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
346,3. Chlorpyrifos 20% EC2.5 L for control of termites / gujiya in standing crop. It is per. should be used with irrigation water at the rate ofDimethoate 30% EC or Oxidametan-Methyl 25% ECK for control of bee stings. 0 lit. 500 gm per hectare or Thiomethoxam 25% Wg. It should be sprayed by dissolving it in about 750 litres of water.,Measures of control:,3. खड़ी फसल में दीमक/गुजिया के नियंत्रण हेतु क्लोरपाइरीफास 20 प्रतिशत ई.सी. 2.5 ली. प्रति हे. की दर से सिंचाई के पानी के साथ प्रयोग करना चाहिए,,,नियंत्रण के उपाय :,63,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
348,| एजाडिरेक्टिन,नियंत्रण के उपाय :,| एजाडिरेक्टिन,,,नियंत्रण के उपाय :,1,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,table,,
349,"(Neem Oil) 0. 5% E.C. 2.5 L. The rate per hectare can also be used.P-P. The following are the major diseases: (b). Enveloped tendon: In this disease, black powder forms in place of the grains of the earrings, which are covered by a strong membrane and burst during crushing and stick to the healthy seeds.",Measures of control:,(नीम आयल) 0.5 प्रतिशत ई.सी. 2.5 ली. प्रति हेक्टेयर की दर से भी प्रयोग किया जा सकता है,,,नियंत्रण के उपाय :,61,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
351,"2. Leaf stripe disease: In this disease yellow stripes form in the leaf veins. Which later turns into deep brown color.P-P. The following are the major diseases: (b). Enveloped tendon: In this disease, black powder forms in place of the grains of the earrings, which are covered by a strong membrane and burst during crushing and stick to the healthy seeds.",Measures of control:,2. पत्ती का धारीदार रोग : इस रोग में पत्ती की नसों में पीली धारियाँ बन जाती है। जो बाद में गहरें भूरे रंग में बदल जाती है,,,नियंत्रण के उपाय :,71,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
352,|जिस पर,नियंत्रण के उपाय :,|जिस पर,,,नियंत्रण के उपाय :,2,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,table,,
353,"The fungus produces numerous spores. 3- Leaf spotting disease: elliptical brown spots form on the leaves which later spread over the entire leaf.4- Unexposed tendon: Wheat variety 5- Gerui disease: Measures to control wheat variety. - Seed treatment:... Carbendazim 50% WPT for the control of wrapped tendonitis, uncovered tendonitis, and leaf spot diseases. 2 gm or carboxin 75% WP of 2 gm per kg. Seeding should be done at the rate of the seed.",Measures of control:,फफूँदी के असंख्य बीजाणु (स्पोर) बनते हैं | 3- पत्ती का धब्बेदार रोग : पत्तियों पर अण्डाकार भूरे रंग के धब्बे बनते हैं जो बाद में पूरी पत्ती पर फैल जाते हैं,,,नियंत्रण के उपाय :,91,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
355,2. Carboxin 37. 5% + Theram 37: 1% DS / WS for control of primary soil borne diseases along with exposed tendon and other seed borne diseases. of 3. 0 grams per kg. Seeding should be done at the rate of the seed.,Measures of control:,2. अनावृत कण्डुआ एवं अन्य बीज जनित रोगों के साथ-साथ प्रारम्मिक भूमि जनित रोगों के नियंत्रण हेतु कार्बाक्सिन 37.5 प्रतिशत + थीरम 37: प्रतिशत डी.एस. / डब्लूएस. की 3.0 ग्राम प्रति किग्रा. बीज की दर सेबीजशोधन कर बुआई करना चाहिए,,,नियंत्रण के उपाय :,40,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
356,"2- Land treatment:. For control of land-borne and seed-borne diseases, biopesticides (bio fungicides) Trichoderma viridi 4% WP or Trichoderma harzianum 2% WP of 2.5 kg. It is per. 60-75 kg. Mixing rotten cow dung manure with light water and keeping it in shade for 8-0 days and then adding it to the soil at the last ploughing before sowing helps in the management of diseases like exposed tendon, recurrent tendon, etc. Foliage treatment:... 2 kg of germs 80% WP for control of ochre and leaf spot disease and leaf spot disease. Or I would say 75 wp. 2 kg or 75% of the WP. of 2 kg. It is per. About 750 litres of water should be mixed and sprayed.",Measures of control:,"2- भूमि उपचार: . भूमि जनित एवं बीज जनित रोगों के नियंत्रण हेतु बायोपेस्टीसाइड (जैव कवक नाशी) ट्राइकोडरमा विरिडी 4 प्रतिशत डब्लू पी. अथवा ट्राइकोडरमा हारजिएनम 2 प्रतिशत डब्लू पी.की 2.5 किग्रा. प्रति हे. 60-75 किग्रा. सड़ी हुए गोबर की खाद में मिलाकर हल्के पानी का छींटा देकर 8-0 दिन तक छाया में रखने के उपरान्त बुआईके पूर्व आखिरी जुताई पर भूमि में मिला देने से अनावृत कण्डुआ, आवृत्त कण्डुआ आदि रोगों के प्रबन्धन में सहायक होता है| 3-. पर्णीय उपचार : ।... गेरूई एवं पत्ती धब्बा रोग एवं पत्ती धारी रोग के नियंत्रण हेतु जिरम 80 प्रतिशत डब्लू पी. की 2.0 किग्रा. अथवा मैंकोजेब 75 डब्लूपी.की 2.0 किग्रा अथवा जिनेब 75 प्रतिशत डब्लूपी.की 2.0 किग्रा. प्रति हे.लगभग 750 लीटर पानी में घोल कर छिड़काव करना चाहिए",,,नियंत्रण के उपाय :,127,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
357,2. Propiconazole 500 ml of 25% E.C. for control of dandruff. It is per. Water should be sprayed by dissolving about 750 liters of water.(c) Major Weeds:... Succulent leaf-weeds and wild oats.(c) Major Weeds:... Succulent leaf-weeds and wild oats.,Measures of control:,2... गेरूई के नियंत्रण हेतु प्रोपीकोनाजोल 25 प्रतिशत ई.सी. की 500 मिली. प्रति हे. पानी लगभग 750 लीटर पानी में घोल कर छिड़काव करना चाहिए,,,नियंत्रण के उपाय :,49,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
359,"2. Broad-leaf-Bathua, Senji, Krishnanil, Hirankhuri, Chatri-Matri, Akra, Wild-carrot, Gajri, Onion, Kharatua, Satyanashi, etc.Measures for control:... the recommended amount of any one of the following herbicides for the control of weeds and wild oats is approximately 500-600 l. Dissolve in water. Spraying with flatfan nozzle should be done after the 20-25 day of sowing.",Measures of control:,"2... चौड़ी पत्ती - बथुआ, सेन्जी, कृष्णनील, हिरनखुरी, चटरी-मटरी, अकरा, जंगली-गाजर, गजरी, प्याजी, खरतुआ, सत्यानाशी आदि",,,नियंत्रण के उपाय :,59,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
361,| सलल्फो सल्फ्यूरान,नियंत्रण के उपाय :,| सलल्फो सल्फ्यूरान,,,नियंत्रण के उपाय :,2,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,table,,
362,The volume of water for this should be 300 liters.4. Isoproterone 4. 25 kg of 75% WP. per hectare4. Isoproterone 4. 25 kg of 75% WP. per hectare4. Isoproterone 4. 25 kg of 75% WP. per hectare4. Isoproterone 4. 25 kg of 75% WP. per hectare,Measures of control:,हेतु पानी की मात्रा 300 लीटर होनी चाहिए,,,नियंत्रण के उपाय :,48,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
364,2. Sulfosulfurane 75% WP of 33 g (2.55 units) per hectare. 3. Phenoxaprop-p-ethyl 40% EC of 4.0 l. per hectare4. Clodinafap propargyl 5% w. 400 grams per hectare of P.4. Clodinafap propargyl 5% w. 400 grams per hectare of P.,Measures of control:,2. सल्फोसल्फ्यूरान 75 प्रतिशत डब्लू.पी. की 33 ग्राम (2.55 यूनिट) प्रति हेक्टेयर | 3. फिनोक्साप्राप-पी-इथाइल 40 प्रतिशत ई.सी. की 4.0 ली. प्रति हेक्टेयर,,,नियंत्रण के उपाय :,45,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
366,"Na ̄ bha ̄ ja ̄ fs ́ e ̄ pa ̄ fs ́ a ̄. Narmap /. Thon. The 3rd Bhābhava: 8th ""Fākhā::: 23:: Dāngatāhata / T / 7 /. / .N / 5:. ""ghaith5th) pip. :: Pumpnfqh6hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh : 2. For the control of broadleaf weeds Bathua, Senji, Krishnaneel, Hirankhuri, Chatri-Matri, Akra-Akari, Jangli-Kajar, Gajri, Onion, Kharatua, Satyanashi, etc., the recommended amount of any one of the following weedicides should be 500-600 l. Dissolve in water. Spraying with flatfan nozzle should be done after the 25-30 day of sowing.",Measures of control:,"नाभजहफशंेपभफज""हत।ैंरमप/।थण।ै3ंआभाभ्भ:भप8म»फआख: :: 23 :: दद््ानगातहत/त/७/।/।ण/5:""«.घैथ५थ)पिप।:: पंपनफकहह6ह्रहएप+.: 2... चौड़ी पत्ती के खरपतवार बथुआ, सेन्जी, कृष्णनील, हिरनखुरी, चटरी-मटरी, अकरा-अकरी, जंगली-गाजर, गजरी, प्याजी, खरतुआ, सत्यानाशी आदिके नियंत्रण हेतु निम्नलिखित खरपतवारनाशी रसायनों में सेकिसी एक रसायन की संस्तुत मात्रा कोलगभग 500-600 ली. पानी में घोलकर प्रति हे. बुआई के 25-30 दिन के बाद फ्लैटफैन नाजिल से छिड़काव करना चाहिए",,,नियंत्रण के उपाय :,55,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
367,"2,4-D di methyl amine salt 4.5 litres per hectare of 58% SL3-Carfentrazan ethyl 50 gm per hectare of 40% D.F.3-Carfentrazan ethyl 50 gm per hectare of 40% D.F.3-Carfentrazan ethyl 50 gm per hectare of 40% D.F.",Measures of control:,"2- 2,4 डी डाई मिथाइल एमाइन साल्ट 58 प्रतिशत एस.एल. की 4.25 लीटर प्रति हेक्टेयर",,,नियंत्रण के उपाय :,48,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
369,"4-Met sulfurane methyl 20% WP. 20 gm / ha. 3. For simultaneous control of both green and broadleaf weeds, the recommendation of any one of the following herbicides is approximately 500-600 l. Dissolve in water. Flatfan nozzles should be sprayed",Measures of control:,4- मेट सल्फ्यूरान मिथाइल 20 प्रतिशत डब्लूपी.की 20 ग्राम प्रति हेक्टेयर | 3- सकरी एवं चौडी पत्ती दोनों प्रकार केखरपतवारों के एक साथ नियंत्रण हेतु निम्नलिखित खरपतवारनाशी रसायनों में सेकिसी एक रसायन की संस्तुत को लगभग 500-600 ली. पानी में घोलकर प्रति हे. फ्लैटफैन नाजिल से छिड़काव करना चाहिए,,,नियंत्रण के उपाय :,49,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
370,Pendimethalin 30% of E.C. 3. 30 l. Within 3 days of sowing per hectare2-Sulfosulfurane 75% WP. 33 grams (2. 5 units) per hectare after the 20-25 day of sowing2-Sulfosulfurane 75% WP. 33 grams (2. 5 units) per hectare after the 20-25 day of sowing,Measures of control:,।-. पेण्डीमेथलीन 30 प्रतिशत ई.सी. की 3.30 ली. प्रति हेक्टेयर बुआई के 3 दिन के अन्दर,,,नियंत्रण के उपाय :,50,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
372,"3 - Matribuzin 70% WP. 250 gm per hectare after sowing day 20-25Major rodents: field rat, soft-haired field rat, and field mouse.",Measures of control:,3- मैट्रीब्यूजिन 70 प्रतिशत डब्लूपी.की 250 ग्राम प्रति हेक्टेयर बुआई के 20-25 दिन के बाद,,,नियंत्रण के उपाय :,40,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
374,"Control measures: Do the same as with wheat.Major rodents: field rat, soft-haired field rat, and field mouse.Major rodents: field rat, soft-haired field rat, and field mouse.",Measures of control:,नियंत्रण के उपाय: गेहूँकी तरह करें |,,,नियंत्रण के उपाय :,57,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
375,Harvest in the morning or evening.| बालियों के पक जाने पर फसल को तुरन्त काट ले और मड़ाई करके भण्डारण करें|| बालियों के पक जाने पर फसल को तुरन्त काट ले और मड़ाई करके भण्डारण करें|| बालियों के पक जाने पर फसल को तुरन्त काट ले और मड़ाई करके भण्डारण करें|,"Harvesting and storage:,कटाई तथा भण्डारण :",कटाई का कार्य सुबह या शाम के समय करें,,,कटाई तथा भण्डारण :,54,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
377,The storage method has been described under wheat cultivation. The main point: Sow pure and certified seeds by harvesting suitable species according to the situation.2- Use fertilizers in a balanced manner as recommended based on soil testing.,Harvesting and storage:,भण्डारण विधि का वर्णन गेहूँकी खेती के अन्तर्गत किया जा चुका है। मुख्य बिन्दु : ।- परिस्थिति अनुसार उपयुक्त प्रजातियों काचयन कर शुद्ध एवं प्रमाणित बीज बोये,,,कटाई तथा भण्डारण :,40,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
379,3- Timely use of recommended chemicals for weed control.4- Recommended chemicals should be used in wheat to prevent diseases and pests.4- Recommended chemicals should be used in wheat to prevent diseases and pests.,Harvesting and storage:,3- खरपततवारों के नियंत्रण हेतु संस्तुत रसायनों का समय से प्रयोग किया जायें,,,कटाई तथा भण्डारण :,45,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
381,"5. Irrigate as per availability at the time of hatching and at the milky stage.In the northern / eastern plains, oat-green fodder is mixed with all animals singly or with berseem in a ratio of: 4 or 2: 4. Sorghum, millet, maize, or medium-ripening paddy are commonly grown in this region.",Harvesting and storage:,5-. उपलब्धता अनुसार सिंचाई कल्ले फूटते समय एवं दुग्धावस्था में करें,,,कटाई तथा भण्डारण :,56,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
383,Soil: Loamy or heavy loamy soil with proper drainage system is suitable for oats.Oats are usually sown after the Kharif crop. Therefore the first ploughing should be done with the plough that turns the soil and two-three shoes should be done with the cultivator.,Harvesting and storage:,भूमि : जई के लिए दोमट या भारी दोमट भूमि जहॉ जल निकास का उचित प्रबन्ध हो उपयुक्त है,,,कटाई तथा भण्डारण :,49,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
385,Sow seeds in buds 20 cm. do it in lines.Oats are usually sown after the Kharif crop. Therefore the first ploughing should be done with the plough that turns the soil and two-three shoes should be done with the cultivator.,Harvesting and storage:,कूड़ों में बुआई 20 सेमी. पर लाइनों में करते हैं,,,कटाई तथा भण्डारण :,40,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
386,"| बुआई के बाद खेत को लम्बी-2 क्यारियों में बॉट लेते हैं
| इससे बैलों या ट्रैक्टर चालित",कटाई तथा भण्डारण :,"| बुआई के बाद खेत को लम्बी-2 क्यारियों में बॉट लेते हैं
| इससे बैलों या ट्रैक्टर चालित",,,कटाई तथा भण्डारण :,16,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,table,,
387,Harvesting is also possible with machines.It is per. 60 kg of nitrogen and 40 kg of G. Phosphorus should be added to the soil at the time of final tillage.It is per. 60 kg of nitrogen and 40 kg of G. Phosphorus should be added to the soil at the time of final tillage.,Harvesting and storage:,मशीनों से भी कटाई सम्भव है,,,कटाई तथा भण्डारण :,40,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
389,| 20 कि.ग्रा. नत्रजन दो बार बराबर मात्रा,कटाई तथा भण्डारण :,| 20 कि.ग्रा. नत्रजन दो बार बराबर मात्रा,,,कटाई तथा भण्डारण :,7,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,table,,
390,Spraying should be done after irrigation on the 20-25 day of the first sowing and the second dose should be given similarly after the first harvest.| जिस भूमि में सल्फर कम हो उसमें 20 किग्रा. सल्फर का प्रयोग अच्छी उपज देता है,"Harvesting and storage:,कटाई तथा भण्डारण :",में पहली बुआई के 20-25 दिन बाद सिंचाई के उपरान्त छिड़काव कर देना चाहिए तथा दूसरी मात्रा इसी तरह पहली कटाई के बाद देनी चाहिए,,,कटाई तथा भण्डारण :,41,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
392,"Naibhajafshamp) ताब्हाफाजा आज ""हाकताहायता 08? या है030."" पेम्बापिभा ""/: नाथ क्यात्यायत्यापिया: 7!."" : 25:: 5 <unk> <unk> <unk> <unk> <unk>. Prepare the field by ploughing + b + -.| आगे की सिंचाइयां लगभग एक माह के अन्तर पर करना चाहिए
| कलले निकलने तथा फूल आने के| आगे की सिंचाइयां लगभग एक माह के अन्तर पर करना चाहिए
| कलले निकलने तथा फूल आने के","Harvesting and storage:,कटाई तथा भण्डारण :","नाभजहफशंैेप)्तभभफजआज""हकतहैत08?ऐेै030ै।िपैिम्भपिभ""""/:ैणथखथखयथपयययएः७!। : 25 :: 5धउकउफककभपफंै्प्पपभपिैेपे:। :ि्त0ति)ि्िपि्ंिपपैि्िे्ें््पजज+ब+- पलेवा करके खेत को तैयार करें",,,कटाई तथा भण्डारण :,46,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
394,Timely irrigation is essential.Harvesting: For single harvestingHarvesting: For single harvestingHarvesting: For single harvestingHarvesting: For single harvestingHarvesting: For single harvestingHarvesting: For single harvesting,Harvesting and storage:,समय सिंचाई आवश्यक है,,,कटाई तथा भण्डारण :,40,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
396,50% in the flowering stage. For multi-croppingBy sowing the first crop on the day of the sowing of the second crop on the day of the sowing of the second crop on the surface of the soil of the first crop on the day of the sowing of the first crop on the day of the sowing of the second crop on the day of the sowing of the first crop on the day of the sowing of the first crop on the day of the sowing of the second crop on the day of the sowing of the second crop on the day of the sowing of the second crop on the day of the sowing of the second crop on the day of the first crop.By sowing the first crop on the day of the sowing of the second crop on the day of the sowing of the second crop on the surface of the soil of the first crop on the day of the sowing of the first crop on the day of the sowing of the second crop on the day of the sowing of the first crop on the day of the sowing of the first crop on the day of the sowing of the second crop on the day of the sowing of the second crop on the day of the sowing of the second crop on the day of the sowing of the second crop on the day of the first crop.,Harvesting and storage:,50 प्रतिशत फूल की अवस्था मे । बहु कटाई के लिए,,,कटाई तथा भण्डारण :,63,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
398,| बीज लेने केलिए पहली कटाई के बाद फसल छोड़ दें,कटाई तथा भण्डारण :,| बीज लेने केलिए पहली कटाई के बाद फसल छोड़ दें,,,कटाई तथा भण्डारण :,10,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,table,,
399,"Green fodder 50-55 tonnes ""He. If producing seeds, green fodder is about 25 tonnes, seeds 45-20 u. / h. and sawdust 20-25 ku. ""he. can be obtainedA. Enveloped tendon disease: 2. 5 g of therum or zincmagnese carbonate 2 g / kg to the seed. Worms should be treated.",Harvesting and storage:,"हरा चारा 50-55 टन » हे. यदि बीज उत्पादन करते हैं तो हरा चारा 25 टन लगभग, बीज 45-20 कु. / हे. एवं भूसा 20-25 कु. » हे. प्राप्त होसकता है",,,कटाई तथा भण्डारण :,51,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
401,B. Termites: Termites are the only insect found.A. Enveloped tendon disease: 2. 5 g of therum or zincmagnese carbonate 2 g / kg to the seed. Worms should be treated.A. Enveloped tendon disease: 2. 5 g of therum or zincmagnese carbonate 2 g / kg to the seed. Worms should be treated.,Harvesting and storage:,ब. दीमक : एक मात्र कीट दीमक लगता है,,,कटाई तथा भण्डारण :,49,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
402,| इससे बचाने के लिए क्लोरपायरीफास 2-3 ली. » हे. की दर से सिंचाई के पानी के साथ प्रयोग,कटाई तथा भण्डारण :,| इससे बचाने के लिए क्लोरपायरीफास 2-3 ली. » हे. की दर से सिंचाई के पानी के साथ प्रयोग,,,कटाई तथा भण्डारण :,18,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,table,,
403,It should be done$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *$* $* * 9 * 9 * 99 * 99797+9 * + 9 *,Harvesting and storage:,करना चाहिए,,,कटाई तथा भण्डारण :,40,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
405,Toria is sown between Kharif and Rabi as a 'catch crop'.|इसकी खेती करके अतिरिक्त लाभ अर्जित किया जा सकता है|इसकी खेती करके अतिरिक्त लाभ अर्जित किया जा सकता है|इसकी खेती करके अतिरिक्त लाभ अर्जित किया जा सकता है,"5. तोरिया (लाही),5. Toria (Lahi)",तोरिया 'कैच क्राप' के रूप में खरीफ एवं रबी के मध्य में बोयी जाती है,,,5. तोरिया (लाही),45,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
408,"2 - Bhavani 985 4.05.86 75-80 0 - 2Field preparation: The soil should be made brittle by first ploughing the soil with a reversible plough and 2 - 3 pairs of native ploughs, cultivator 'Harrow Saker. Endangered Species A.No. Species Release Notification Duration of Production Particulars Capacity Date Date (in days) (ex. / Hey. ) 4-T.967 2.08.75 90-95 2 - 5 for entire U.P.",5. Toria (Lahi),2- भवानी 985 4.05.86 75-80 0-2,,,5. तोरिया (लाही),63,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
409,3-PT-303 4985 48.4.85 90-95 5 - 84-PT-30 4985 06.03.87 90-95 4 - 6 for Terai region4-PT-30 4985 06.03.87 90-95 4 - 6 for Terai region4-PT-30 4985 06.03.87 90-95 4 - 6 for Terai region4-PT-30 4985 06.03.87 90-95 4 - 6 for Terai region,5. Toria (Lahi),3- पी.टी.-303 4985 48.4.85 90-95 5-8,,,5. तोरिया (लाही),42,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,list,,
411,5 - Tapeshwari 204 46.02.2044 90-9] 44-5 for entire U.P.4. Tepesvari (t. K 06-0 |) 20484. Tepesvari (t. K 06-0 |) 20484. Tepesvari (t. K 06-0 |) 20484. Tepesvari (t. K 06-0 |) 20484. Tepesvari (t. K 06-0 |) 20484. Tepesvari (t. K 06-0 |) 20484. Tepesvari (t. K 06-0 |) 2048,5. Toria (Lahi),5-  तपेश्वरी 204 46.02.2044 90-9] 44-5 सम्पूर्ण उ.प्र. हेतु,,,5. तोरिया (लाही),44,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
413,90-95 0 - 2 early ratua inhibitor2. Uttara (p. T. - 2002-25) 2002. Uttara (p. T. - 2002-25) 2002. Uttara (p. T. - 2002-25) 2002. Uttara (p. T. - 2002-25) 2002. Uttara (p. T. - 2002-25) 2002. Uttara (p. T. - 2002-25) 2002. Uttara (p. T. - 2002-25) 2002. Uttara (p. T. - 2002-25) 2002. Uttara (p. T. - 2002-25) 200,5. Toria (Lahi),90-95 0-2 अगेती रतुआ अवरोधी,,,5. तोरिया (लाही),41,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
415,93-0 | 5-20Quantity of Seeds: 4 kg of seed of Toria / Lahi. should be used at the rate of per hectareQuantity of Seeds: 4 kg of seed of Toria / Lahi. should be used at the rate of per hectareQuantity of Seeds: 4 kg of seed of Toria / Lahi. should be used at the rate of per hectare,5. Toria (Lahi),93-0| 5-20,,,5. तोरिया (लाही),53,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
417,Seed treatment: Only treated and certified seeds should be sown for protection against seed-borne diseases.Quantity of Seeds: 4 kg of seed of Toria / Lahi. should be used at the rate of per hectareQuantity of Seeds: 4 kg of seed of Toria / Lahi. should be used at the rate of per hectare,5. Toria (Lahi),बीज शोधन : बीज जनित रोगों से सुरक्षा केलिए उपचारित एवं प्रमाणित बीज ही बोना चाहिए,,,5. तोरिया (लाही),50,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
418,| इसके लिए 2.5 ग्राम थीरम प्रति किग्रा. बीज की दर से,5. तोरिया (लाही),| इसके लिए 2.5 ग्राम थीरम प्रति किग्रा. बीज की दर से,,,5. तोरिया (लाही),11,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,table,,
419,Sow only after treating the seeds.|यदि थीरम उपलबधन हो तो मैंकोजेब 2 ग्राम प्रति किग्रा. बीज की दर से उपचारित किया जा सकता है ||यदि थीरम उपलबधन हो तो मैंकोजेब 2 ग्राम प्रति किग्रा. बीज की दर से उपचारित किया जा सकता है |,"5. तोरिया (लाही),5. Toria (Lahi)",बीज को उपचारित करके ही बोयें,,,5. तोरिया (लाही),44,input/md/hindi/RabiBookallpagesfullbook_2019.pdf,para,,
